PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
25775029,LAMA2,TF Pmarker,Theca interna cell,Normal cell,Ovary,low-throughput,qRT-PCR,Transcriptome comparisons identify new cell markers for theca interna and granulosa cells from small and large antral ovarian follicles,"Many genes up regulated in theca interna were common to both sizes of follicles (MGP, DCN, ASPN, ALDH1A1, COL1A2, FN1, COL3A1, OGN, APOD, COL5A2, IGF2, NID1, LHFP, ACTA2, DUSP12, ACTG2, SPARCL1, FILIP1L, EGFLAM, ADAMDEC1, HPGD, COL12A1, FBLN5, RAMP2, COL15A1, PLK2, COL6A3, LOXL1, RARRES1, FLI1, LAMA2).",ACTG2;RAMP2;ADAMDEC1;DUSP12;MGP;SPARCL1;FBLN5;IGF2;COL6A3;COL3A1;ASPN;COL5A2;HPGD;RARRES1;PLK2;OGN;COL12A1;FLI1;ACTA2;EGFLAM;COL1A2;NID1;ALDH1A1;DCN;FN1;LOXL1;APOD;COL15A1,
26564780,FOXA1,TF Pmarker,Epithelial cell,Normal cell,Breast,low-throughput,qRT–PCR;Immunofluorescent staining;Microscopic observation;Immunohistochemistry;Western blot,Propagation of oestrogen receptor-positive and oestrogen-responsive normal human breast cells in culture,CD166;CD117,KIT;ALCAM,CL_0000066
26990635,MAF,TF Pmarker,Adipocyte cell,Normal cell,Adipose,low-throughput,qPCR;Western blot;Flow-throughput cytometry;Immunohistochemistry,Human adipose tissue-derived stromal cells can differentiate into megakaryocytes and platelets by secreting endogenous thrombopoietin,"Preadipocyte cell lines 3T3-L1 and OP9 contain critical transcription factors, including p45NF-E2/Maf, GATA2, and RUNX1.",GATA2,
26990635,GATA2,TF Pmarker,Adipocyte cell,Normal cell,Adipose,low-throughput,qPCR;Western blot;Flow-throughput cytometry;Immunohistochemistry,Human adipose tissue-derived stromal cells can differentiate into megakaryocytes and platelets by secreting endogenous thrombopoietin,"Preadipocyte cell lines 3T3-L1 and OP9 contain critical transcription factors, including p45NF-E2/Maf, GATA2, and RUNX1.",MAF,
26990635,RUNX1,TF Pmarker,Adipocyte cell,Normal cell,Adipose,low-throughput,qPCR;Western blot;Flow-throughput cytometry;Immunohistochemistry,Human adipose tissue-derived stromal cells can differentiate into megakaryocytes and platelets by secreting endogenous thrombopoietin,"Preadipocyte cell lines 3T3-L1 and OP9 contain critical transcription factors, including p45NF-E2/Maf, GATA2, and RUNX1.",GATA2,
27716996,RUNX2,TF Pmarker,Mesenchyme cell,Normal cell,Dental pulp,low-throughput,Flow-throughput cytometry;qRT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,The transcription factor cAMP response element–binding protein enhances the odonto/osteogenic differentiation of stem cells from the apical papilla,"The expression of the mineralization-related genes alkaline phosphatase (ALP), collagen type I (Col I), runt-related transcription factor 2 (RUNX2), osterix (OSX), and osteocalcin (OCN), was determined by quantitative reverse transcription polymerase chain reaction (qRT-PCR).",CAMP,CL_0008019
27716996,CAMP,TF Pmarker,Mesenchyme cell,Normal cell,Dental pulp,low-throughput,Flow-throughput cytometry;qRT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,The transcription factor cAMP response element–binding protein enhances the odonto/osteogenic differentiation of stem cells from the apical papilla,The transcription factor cAMP response element–binding protein enhances the odonto/osteogenic differentiation of stem cells from the apical papilla.,RUNX2,CL_0008019
29531336,E2F1,TF Pmarker,Inflammation cell,Normal cell,Bladder,low-throughput,Immunohistochemistry;Microscopic observation;RNA-seq;,Molecular pathogenesis of interstitial cystitis based on microRNA expression signature: miR-320 family-regulated molecular pathways and targets,"Genome-wide gene expression analyses and in silico database analyses showed that three transcription factors, E2F-1, E2F-2 and TUB, are regulated by miR-320 family miRNAs.",,
29531336,E2F2,TF Pmarker,Inflammation cell,Normal cell,Bladder,low-throughput,Immunohistochemistry;Microscopic observation;RNA-seq;,Molecular pathogenesis of interstitial cystitis based on microRNA expression signature: miR-320 family-regulated molecular pathways and targets,"Genome-wide gene expression analyses and in silico database analyses showed that three transcription factors, E2F-1, E2F-2 and TUB, are regulated by miR-320 family miRNAs.",,
29531336,TUB,TF Pmarker,Inflammation cell,Normal cell,Bladder,low-throughput,Immunohistochemistry;Microscopic observation;RNA-seq;,Molecular pathogenesis of interstitial cystitis based on microRNA expression signature: miR-320 family-regulated molecular pathways and targets,"Genome-wide gene expression analyses and in silico database analyses showed that three transcription factors, E2F-1, E2F-2 and TUB, are regulated by miR-320 family miRNAs.",,
29546425,GABPA,TF Pmarker,Trophoblastic cell,Normal cell,Placenta,low-throughput,RT-qPCR;qPCR;Immunoblotting,Redox-Sensitive Transcription Factor NRF2 Enhances Trophoblast Differentiation via Induction of miR-1246 and Aromatase,"Thus, NRF2 promotes syncytiotrophoblast differentiation by inducing C/EBPβ, PPARγ, hCYP19A1, and miR-1246, which targets WNT inhibitors and JARID2 and is dysregulated in preeclampsia.",MIR1246,CL_0000351
29568878,TWIST1,TF Pmarker,Endothelial cell,Normal cell,Lung,low-throughput,Immunohistochemistry;RT‑qPCR;Western blot;Immunofluorescent staining;Microscopic observation,Hypoxia induces endothelial‑mesenchymal transition in pulmonary vascular remodeling,The present results indicate that the HIF‑1α/TWIST1 pathway has a critical role in mediating the effect of hypoxia‑induced EndMT in pulmonary arterial remodeling.,,CL_0000115
29572540,RRAGA,TF Pmarker,Osteoblast cell,Normal cell,Bone,low-throughput,Immunofluorescent staining;qPCR,Pulsed electromagnetic fields increase osteogenetic commitment of MSCs via the mTOR pathway in TNF-α mediated inflammatory conditions: an in-vitro study,"Our results confrm that PEMFs contribute to activation of the mTOR pathway via upregulation of the proteins AKT, MAPP kinase, and RRAGA, suggesting that activation of the mTOR pathway is required for PEMF-stimulated osteogenic diferentiation.",,CL_0000062
29572540,AKT1,TF Pmarker,Osteoblast cell,Normal cell,Bone,low-throughput,Immunofluorescent staining;qPCR,Pulsed electromagnetic fields increase osteogenetic commitment of MSCs via the mTOR pathway in TNF-α mediated inflammatory conditions: an in-vitro study,"Our results confrm that PEMFs contribute to activation of the mTOR pathway via upregulation of the proteins AKT, MAPP kinase, and RRAGA, suggesting that activation of the mTOR pathway is required for PEMF-stimulated osteogenic diferentiation.",,CL_0000062
29580416,RUNX2,TF Pmarker,Osteoblast cell,Normal cell,Bone,low-throughput,RT-qPCR;Western blot;Immunohistochemistry;qPCR,Fabrication of calcium phosphate-loaded carboxymethyl cellulose non-woven sheets for bone regeneration,"RUNX2,SP7 and BGLAP are known markers for early osteoblast precursors.",SP7,CL_0000062
29580416,SP7,TF Pmarker,Osteoblast cell,Normal cell,Bone,low-throughput,RT-qPCR;Western blot;Immunohistochemistry;qPCR,Fabrication of calcium phosphate-loaded carboxymethyl cellulose non-woven sheets for bone regeneration,"RUNX2,SP7 and BGLAP are known markers for early osteoblast precursors.",RUNX2,CL_0000062
29868011,FOXP3,TF Pmarker,T cell,Normal cell,Lymph,high-throughput,Sequencing technique,Foxp3+ t regulatory cells: still Many Unanswered Questions—A Perspective After 20 Years of study,FOXP3 is a genetics-specific transcription factor that acts as a specific cell surface marker that allows us to recognize and target Treg in humans.,,CL_0000084
29878882,FOXP2,TF Pmarker,B cell,Normal cell,Lymph,high-throughput,DNA-seq,The forkhead domain hinge-loop plays a pivotal role in DNA binding and transcriptional activity of FOXP2,Dynamic changes in the hingelloop region of FOXP2 alter the dynamical and DNA-binding mechanisms and highlight the key role of the hingeloop mutation in regulating the DNA-binding properties of FOX proteins.,FOXP1,CL_0000236
29878882,FOXP1,TF Pmarker,B cell,Normal cell,Lymph,high-throughput,DNA-seq,The forkhead domain hinge-loop plays a pivotal role in DNA binding and transcriptional activity of FOXP2,FOXP1 proteins is a ubiquitously expressed transcription factors that regulate the development and differentiation of a wide range of tissues in animals.,FOXP2,CL_0000236
29880876,TFAP4,TF Pmarker,Nerve cell,Normal cell,Nerve,low-throughput + high-throughput,ChIP-PCR;qPCR;qRT-PCR;Western blot;Flow cytometry;Immunohistochemistry;ChIP-seq;RNA-seq,Transcription factor activating protein 4 is synthetically lethal and a master regulator of MYCN-amplified neuroblastoma,TFAP4 is a key regulator of neuroblastoma amplified by MYCN and may be a valuable new therapeutic target.,MYCN,CL_0002319
29901168,TP53,TF Pmarker,Granule cell,Normal cell,Bone marrow,high-throughput,RNA-seq,A three‑lncRNA signature for prognosis prediction of acute myeloid leukemia in patients,TP53 can be used as a potential molecular marker to predict the prognosis of AML patients.,,CL_0000501
30060630,SREBF1,TF Pmarker,Adipocyte cell,Normal cell,Adipose,low-throughput,Western blot;Microscopic observation;qRT-PCR,Novel Neohesperidin Dihydrochalcone Analogue Inhibits Adipogenic Differentiation of Human Adipose-Derived Stem Cells through the Nrf2 Pathway,"SREBP-1, a transcription factor that regulates fatty acid synthesis, is a good indicator of the lipogenic status of a cell.",,
30068908,HMOX1,TF Pmarker,Brain cell,Normal cell,Brain,low-throughput,Immunohistochemistry;Western blot;Microscopic observation,Evidence supporting oxidative stress in a moderately affected area of the brain in Alzheimer’s disease,"Transcripts of the transcription factor NFE2L2 and inducible HMOX1, were also increased in the AD-STG, and this corresponded to increased Nuclear factor erythroid 2-related factor (NRF-2) and total heme-oxygenase (HO) activity.",NFE2L2;SOD1;GABPA,
30068908,NFE2L2,TF Pmarker,Brain cell,Normal cell,Brain,low-throughput,Immunohistochemistry;Western blot;Microscopic observation,Evidence supporting oxidative stress in a moderately affected area of the brain in Alzheimer’s disease,"Transcripts of the transcription factor NFE2L2 and inducible HMOX1, were also increased in the AD-STG, and this corresponded to increased Nuclear factor erythroid 2-related factor (NRF-2) and total heme-oxygenase (HO) activity.",SOD1;HMOX1;GABPA,
30068908,SOD1,TF Pmarker,Brain cell,Normal cell,Brain,low-throughput,Immunohistochemistry;Western blot;Microscopic observation,Evidence supporting oxidative stress in a moderately affected area of the brain in Alzheimer’s disease,There were no diferences in HMOX2 or SOD1 mRNA with the latter varying widely in the AD-STG.,NFE2L2;HMOX1;GABPA,
30068908,GABPA,TF Pmarker,Brain cell,Normal cell,Brain,low-throughput,Immunohistochemistry;Western blot;Microscopic observation,Evidence supporting oxidative stress in a moderately affected area of the brain in Alzheimer’s disease,"Transcripts of the transcription factor NFE2L2 and inducible HMOX1, were also increased in the AD-STG, and this corresponded to increased Nuclear factor erythroid 2-related factor (NRF-2) and total heme-oxygenase (HO) activity.",NFE2L2;SOD1;HMOX1,
30077089,SORL1,TF Pmarker,Mononuclear cell,Normal cell,Blood,low-throughput,RT-PCR;qPCR;Western blot;Immunofluorescent staining;Flow cytometry,Derivation of induced pluripotent stem cells TUSMi006 from an 87-year old Chinese Han Alzheimer's disease patient carrying GRINB and SORL1 mutations,"Revealed mutations in 2 genes,GRIN2B and SORL1(Table 1) which might be regarded as interacting genetic risk factors in AD.",,CL_0000576
30091999,AHR,TF Pmarker,Stem cell,Normal cell,Blood,low-throughput + high-throughput,Flow cytometry;qRT-PCR;qPCR;RT-PCR;Bioinformatic prediction;Western blot,Aryl hydrocarbon receptor (AHR) is a novel druggable pathway controlling malignant progenitor proliferation in chronic myeloid leukemia (CML),AHR agonists inhibit clonogenic and LTC-IC-derived progenitor growth and they could be used in leukemic stem cell targeting in CML.,,CL_0000034
30153667,IL10,TF Pmarker,Stem cell,Normal cell,Bone,low-throughput,Western blot;Flow cytometry;qRT-PCR,Mesenchymal Stem Cells Modified with Heme Oxygenase-1 Have Enhanced Paracrine Function and Attenuate Lipopolysaccharide-Induced Inflammatory and Oxidative Damage in Pulmonary Microvascular Endothelial Cells,The beneficial effects of MSCs-HO-1 were dependent on HO-1 overexpression and may be attributed to the enhanced paracrine production of HGF and IL-10.,,CL_0000034
30236456,UCP1,TF Pmarker,Adipocyte cell,Normal cell,Adipose,low-throughput,Weston blot;RT-qPCR;qPCR;Microscopic observation,UCP1 transrepression in Brown Fat in vivo and mineralocorticoid receptor anti-thermogenic effects,UCP1 transrepression in Brown Fat in vivo and mineralocorticoid receptor anti-thermogenic effect,,
30236463,FOXA1,TF Pmarker,Epithelial cell,Normal cell,Vagina,low-throughput,Immunofluorescent staining;Microscopic observation;RNA-seq,Development of the human female reproductive tract,FOXA1 is a protein expressed in endodermal urogenital sinus epithelium and its derivatives.,PAX2,CL_0000066
30236463,PAX2,TF Pmarker,Epithelial cell,Normal cell,Vagina,low-throughput,Immunofluorescent staining;Microscopic observation;RNA-seq,Development of the human female reproductive tract,Recent immunohistochemical studies for PAX2 and FOXA1 shed light on an age-old debate on the derivation of vaginal epithelium supporting the idea that human vaginal epithelium derives solely from urogenital sinus epithelium.,FOXA1,CL_0000066
30236862,PPARGC1A,TF Pmarker,Brain cell,Normal cell,Nerve,low-throughput,Weston blot;RT-PCR,The PPARGC1A locus and CNS-specific PGC-1α isoforms are associated with Parkinson's Disease,"PGC-1α, encoded by PPARGC1A, is a transcriptional co-activator that has been implicated in the pathogenesis of neurodegenerative disorders. ",PPARGC1A,
30236862,PPARGC1A,TF Pmarker,Brain cell,Normal cell,Nerve,low-throughput,Weston blot;RT-PCR,The PPARGC1A locus and CNS-specific PGC-1α isoforms are associated with Parkinson's Disease,The protein encoded by PPARGC1A is a transcriptional coactivator that regulates the genes involved in energy metabolism. ,PPARGC1A,
30236862,PPARGC1A,TF Pmarker,Brain cell,Normal cell,Nerve,low-throughput,Weston blot;RT-PCR,The PPARGC1A locus and CNS-specific PGC-1α isoforms are associated with Parkinson's Disease,"PGC-1α, encoded by PPARGC1A, is a transcriptional co-activator that has been implicated in the pathogenesis of neurodegenerative disorders.",PPARGC1A,
30239736,LMNA,TF Pmarker,Bone cell,Normal cell,Muscle,low-throughput + high-throughput,Weston blot;Immunofluorescent staining;Bioinformatic prediction;RNA-seq,Suppression of myopathic lamin mutations by muscle-specific activation of AMPK and modulation of downstream signaling,These findings provide novel insights on mutant LMNA-based disease mechanisms and identify potential targets for drug therapy.,,CL_0000137
30241937,GLI2,TF Pmarker,Mesenchyme cell,Normal cell,Embryo,low-throughput + high-throughput,Immunofluorescent staining;Weston blot;IP,Regulation of Gli2 stability by deubiquitinase OTUB2,"The transcription factor Gli2 plays crucial roles in the transduction of Hedgehog (Hh) signals, yet the mechanisms that control Gli2 degradation remain unclear.",OTUB2,CL_0008019
30260706,SNAI1,TF Pmarker,Macrophage cell,Normal cell,Artery,low-throughput + high-throughput,Flow cytometry;qPCR,Endothelial-to-mesenchymal transition shapes the atherosclerotic plaque and modulates macrophage function,Increased EndMT master transcription factor SNAI1 expression and extracellular matrix are consistent with enhanced EndMT in this condition.,TNF,CL_0000235
30267576,TRAF3,TF Pmarker,T cell,Normal cell,Lymph,low-throughput,Weston blot;qPCR;Immunofluorescent staining,FKBP8 inhibits virus-induced RLR-VISA signaling,"TRAF3 is the marker expressed in T cell regulated by FKBP8.TRAF3 resulting from FKBP8 reinforced Sendai virus-induced endogenous polyubiquitination of RIG-I, TBK1, and TNF receptor-associated factor 3 (TRAF3).",FKBP8,CL_0000084
30267576,IFNB1,TF Pmarker,T cell,Normal cell,Lymph,low-throughput,Weston blot;qPCR;Immunofluorescent staining,FKBP8 inhibits virus-induced RLR-VISA signaling,"IFNB1 is the marker expressed in T cell regulated by FKBP8.Overexpression of FKBP8 using a eukaryotic expression plasmid significantly attenuated Sendai virus-induced activation of the promoter interferons β (IFN-β), and transcription factors nuclear factor κ-light chain enhancer of activated B cells (NF-κB) and IFN-stimulated response element (ISRE).",FKBP8,CL_0000084
30270478,SMAD3,TF Pmarker,Mesenchyme cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunohistochemistry;qRT-PCR;DNA seq;Immunofluorescent staining;RT-PCR;CHIP-pcr,Epigenetic Control of Mesenchymal Stem Cell Fate Decision via Histone Methyltransferase Ash1l,Ash1l was reported to  regulate the Hox and Smad3 genes by directly binding to their promoters and by changing the level of H3K4me3,ASH1L,CL_0008019
30270478,ASH1L,TF Pmarker,Mesenchyme cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunohistochemistry;qRT-PCR;DNA seq;Immunofluorescent staining;RT-PCR;CHIP-pcr,Epigenetic Control of Mesenchymal Stem Cell Fate Decision via Histone Methyltransferase Ash1l,ASH1L can epigenetically affect the expression of essential osteogenic and chondrogenic transcription factors,SMAD3,CL_0008019
30270478,ASH1L,TF Pmarker,Mesenchyme cell,Normal cell,Embryo,low-throughput + high-throughput,Weston blot;Immunohistochemistry;qRT-PCR;DNA seq;Immunofluorescent staining;RT-PCR;CHIP-pcr,Epigenetic Control of Mesenchymal Stem Cell Fate Decision via Histone Methyltransferase Ash1l,"Further experiments proved that Ash1l can epigenetically affect the expression of essential osteogenic and chondrogenic transcription factors. It exerts this impact via modifications in the enrichment of H3K4me3 on their promoter regions. Considering the promotional action of Ash1l on bone, it could potentially prompt new therapeutic strategy to promote osteogenesis.",,CL_0008019
30297808,SOX9,TF Pmarker,Liver cell,Normal cell,Liver,low-throughput + high-throughput,RNA-seq;Microscopic observation,Epigenomic map of human liver reveals principles of zonated morphogenic and metabolic control,"We detected 111 genes with conserved zonation signatures including highly expressed zonation landmark genes, such as GLUL, CYP2E1, SDS and APOF and morphogens like LGR5 and SOX9 with low transcript levels",CYP2E1,CL_0000182
30307948,NEUROG2,TF Pmarker,Stem cell,Normal cell,Nerve,low-throughput,qPCR;RT-qPCR;RT–PCR;Immunofluorescent staining;Immunohistochemistry;Microscopic observation,Transcription factor programming of human ES cells generates functional neurons expressing both upper and deep layer cortical markers,"Three different combinations of TFs, NEUROGENIN 2 (NGN2) only, NGN2 plus Forebrain Embryonic Zinc Finger-Like Protein 2 (FEZF2), and NGN2 plus Special AT-Rich Sequence-Binding Protein 2 (SATB2), were delivered to human ES cells by lentiviral vectors.",SATB2;FEZF2,CL_0000034
30429208,EPAS1,TF Pmarker,Hypoxic cell,Normal cell,Liver,low-throughput + high-throughput,ChIP-seq;RNA-seq;Western blot,Inherent DNA-binding specificities of the HIF-1α and HIF-2α transcription factors in chromatin,HIF-2α and HIF-1α are the major transcriptional regulators of hypoxia response in Hypoxic cell,,
30429208,HIF1A,TF Pmarker,Hypoxic cell,Normal cell,Liver,low-throughput + high-throughput,ChIP-seq;RNA-seq;Western blot,Inherent DNA-binding specificities of the HIF-1α and HIF-2α transcription factors in chromatin,HIF-2α and HIF-1α are the major transcriptional regulators of hypoxia response in Hypoxic cell,,
30443989,BARX1,TF Pmarker,Mesenchyme cell,Normal cell,Bone,low-throughput,Western blot;Immunohistochemistry;RT-PCR;qRT-PCR,AP2a enhanced the osteogenic differentiation of mesenchymal stem cells by inhibiting the formation of YAP/RUNX2 complex and BARX1 transcription,BARX1 is a transcription factor that inhibits osteogenic differentiation of MSCs,YAP1,CL_0008019
30443989,RUNX2,TF Pmarker,Mesenchyme cell,Normal cell,Bone,low-throughput,Western blot;Immunohistochemistry;RT-PCR;qRT-PCR,AP2a enhanced the osteogenic differentiation of mesenchymal stem cells by inhibiting the formation of YAP/RUNX2 complex and BARX1 transcription,RUNX2 is a key transcription factor in bone differentiation in Mesenchyme cell,YAP1,CL_0008019
30443989,YAP1,TF Pmarker,Mesenchyme cell,Normal cell,Bone,low-throughput,Western blot;Immunohistochemistry;RT-PCR;qRT-PCR,AP2a enhanced the osteogenic differentiation of mesenchymal stem cells by inhibiting the formation of YAP/RUNX2 complex and BARX1 transcription,"YAP and AP2a protein complex also interacts with the BARX1 promoter through AP2a, inhibit the transcription of BARX1",BARX1;RUNX2,CL_0008019
30471511,IRF4,TF Pmarker,T cell,Normal cell,Blood,low-throughput + high-throughput,qPCR;Flow cytometry;Sequencing technique,T cell Subsets in Peripheral Blood of Women with Recurrent Implantation Failure,IRF4 is a specific factors the affects T cell,CD8A,CL_0000084
30471511,TBX21,TF Pmarker,T cell,Normal cell,Blood,low-throughput + high-throughput,qPCR;Flow cytometry;Sequencing technique,T cell Subsets in Peripheral Blood of Women with Recurrent Implantation Failure,TBX21 is a specific factors the affects T cell,CD8A,CL_0000084
30471511,GATA3,TF Pmarker,T cell,Normal cell,Blood,low-throughput + high-throughput,qPCR;Flow cytometry;Sequencing technique,T cell Subsets in Peripheral Blood of Women with Recurrent Implantation Failure,GATA3 is a specific factors the affects T cell,CD8A,CL_0000084
30471511,TNFRSF18,TF Pmarker,T cell,Normal cell,Blood,low-throughput + high-throughput,qPCR;Flow cytometry;Sequencing technique,T cell Subsets in Peripheral Blood of Women with Recurrent Implantation Failure,GITR is a specific factors the affects T cell,CD8A,CL_0000084
30476723,ALPL,TF Pmarker,Smooth muscle cell,Normal cell,Coronary artery,low-throughput + high-throughput,ChIP-seq;Western blot;Microscopic observation;qPCR,Apabetalone downregulates factors and pathways associated with vascular calcification,"TNAP(Tissue-nonspecific alkaline phosphatase) is a key contributor to VC,which as a transcription factor in coronary artery smooth muscle cell.",,CL_0000192
30476723,BRD4,TF Pmarker,Smooth muscle cell,Normal cell,Coronary artery,low-throughput + high-throughput,ChIP-seq;Western blot;Microscopic observation;qPCR,Apabetalone downregulates factors and pathways associated with vascular calcification,"In coronary artery smooth muscle cell,BRD4 is a transcriptional regulator and target of apabetalone, has been linked to calcification.",,CL_0000192
30502245,SHH,TF Pmarker,Bone marrow cell,Normal cell,Bone marrow,low-throughput,RT-qPCR;Immunohistochemistry;Western blot;Microscopic observation,"The expression of Shh, Ptch1, and Gli1 in the developing caudal spinal cord of fetal rats with ARMs","The expression of transcription factors SHH, PTCH1 and GLI1 leads to postoperative complications of lumbosacral dysplasia",,
30502245,PTCH1,TF Pmarker,Bone marrow cell,Normal cell,Bone marrow,low-throughput,RT-qPCR;Immunohistochemistry;Western blot;Microscopic observation,"The expression of Shh, Ptch1, and Gli1 in the developing caudal spinal cord of fetal rats with ARMs","The expression of transcription factors SHH, PTCH1 and GLI1 leads to postoperative complications of lumbosacral dysplasia",,
30502245,GLI1,TF Pmarker,Bone marrow cell,Normal cell,Bone marrow,low-throughput,RT-qPCR;Immunohistochemistry;Western blot;Microscopic observation,"The expression of Shh, Ptch1, and Gli1 in the developing caudal spinal cord of fetal rats with ARMs","The expression of transcription factors SHH, PTCH1 and GLI1 leads to postoperative complications of lumbosacral dysplasia",,
30506548,ZEB1,TF Pmarker,Epithelial cell,Normal cell,Uterus,low-throughput,qRT-PCR;RT-PCR;Western blot;Immunohistochemistry;Gene knock down;Immunofluorescent staining;Microscopic observation,Long non-coding RNA AFAP1-AS1 promoting epithelial-mesenchymal transition of endometriosis is correlated with transcription factor ZEB1,ZEB1 is an EMT-related transcription factor that suppresses the expression of E-cadherin by competitively  combining E-box and subsequently promotes the EMT process and the abnormal activation of endometriosis.,MUC1;CDH1,CL_0000066
30521939,FABP4,TF Pmarker,Endothelial cell,Normal cell,Umbilical vein,low-throughput,Immunofluorescent staining;Western blot;Immunoblotting,Extracellular FABP4 uptake by endothelial cells is dependent on cytokeratin 1 expression,FABP4 and CK1 interbind to regulate the response of human umbilical vein endothelial cells to oxidative stress,,CL_0000115
30521939,GABPA,TF Pmarker,Endothelial cell,Normal cell,Umbilical vein,low-throughput,Immunofluorescent staining;Western blot;Immunoblotting,Extracellular FABP4 uptake by endothelial cells is dependent on cytokeratin 1 expression,P65 and NRF2 are transcription factor the affects Human umbilical vein endothelial cells,FABP4,CL_0000115
30521939,SYT1,TF Pmarker,Endothelial cell,Normal cell,Umbilical vein,low-throughput,Immunofluorescent staining;Western blot;Immunoblotting,Extracellular FABP4 uptake by endothelial cells is dependent on cytokeratin 1 expression,P65 and NRF2 are transcription factor the affects Human umbilical vein endothelial cells,FABP4,CL_0000115
30529267,TGFB1,TF Pmarker,Endothelial cell,Normal cell,Artery,low-throughput + high-throughput,Gene knock down;Immunofluorescent staining;PCR;Weston blot;Sequencing technique,Inhibition of BRD4 attenuates transverse aortic constriction- and TGF-β-induced endothelial-mesenchymal transition and cardiac fibrosis,TGF-β is a transcription factor regulating Umbilical vein colorectal cells and aortic colorectal cells,BRD4,CL_0000115
30536204,ISL1,TF Pmarker,Fibroblast cell,Normal cell,Heart,high-throughput,Luciferase Assay;PCR-seq;DNA-seq,Identification and Functional Characterization of an ISL1 Mutation Predisposing to Dilated Cardiomyopathy,ISL1 is a transcription factor that affects Embryonic fibroblasts,TBX20;GATA4,CL_0000057
30536204,TBX20,TF Pmarker,Fibroblast cell,Normal cell,Heart,high-throughput,Luciferase Assay;PCR-seq;DNA-seq,Identification and Functional Characterization of an ISL1 Mutation Predisposing to Dilated Cardiomyopathy,TBX20 is a transcription factor that affects Embryonic fibroblasts,GATA4;ISL1,CL_0000057
30536204,GATA4,TF Pmarker,Fibroblast cell,Normal cell,Heart,high-throughput,Luciferase Assay;PCR-seq;DNA-seq,Identification and Functional Characterization of an ISL1 Mutation Predisposing to Dilated Cardiomyopathy,GATA4 is a transcription factor that affects Embryonic fibroblasts,TBX20;ISL1,CL_0000057
30546074,GATA1,TF Pmarker,Stem cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Immunofluorescent staining,Sphingolipid-mediated inflammatory signaling leading to autophagy inhibition converts erythropoiesis to myelopoiesis in human hematopoietic stem/progenitor cells,"Inhibition of erythropoiesis and induction of granulomonocytic differentiation were correlated to modulation of hematopoietic transcription factors (TFs) GATA-1, GATA-2, and PU.1.",GATA2;SPI1,CL_0000034
30546074,GATA2,TF Pmarker,Stem cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Immunofluorescent staining,Sphingolipid-mediated inflammatory signaling leading to autophagy inhibition converts erythropoiesis to myelopoiesis in human hematopoietic stem/progenitor cells,"Inhibition of erythropoiesis and induction of granulomonocytic differentiation were correlated to modulation of hematopoietic transcription factors (TFs) GATA-1, GATA-2, and PU.1.",SPI1;GATA1,CL_0000034
30546074,SPI1,TF Pmarker,Stem cell,Normal cell,Bone marrow,low-throughput,PCR;Western blot;Immunofluorescent staining,Sphingolipid-mediated inflammatory signaling leading to autophagy inhibition converts erythropoiesis to myelopoiesis in human hematopoietic stem/progenitor cells,"Inhibition of erythropoiesis and induction of granulomonocytic differentiation were correlated to modulation of hematopoietic transcription factors (TFs) GATA-1, GATA-2, and PU.1.",GATA2;GATA1,CL_0000034
30548079,STAT3,TF Pmarker,Myoblast cell,Normal cell,Skeletal muscle,low-throughput,PCR;Western blot;Microscopic observation;Immunofluorescent staining;Immunohistochemistry,Nonthermal atmospheric plasma enhances myoblast differentiation by eliciting STAT3 phosphorylation,We observed that signal transducer and activator of transcription 3 (STAT3) activation induced by NTP treatment affects the myogenic differentiation.,MYOD1,CL_0000056
30551425,RUNX3,TF Pmarker,Stem cell,Normal cell,Bone,low-throughput + high-throughput,PCR;Western blot;Sequencing technique; Microscopic observation,Hsa_circRNA_33287 promotes the osteogenic differentiation of maxillary sinus membrane stem cells via miR-214-3p/Runx3,"The relationships among the regulatory roles played by circRNA_33287, MIR-214-3p, and Runt-related transcription factor 3 (RUNX3), during the osteogenic differentiation of MSMSCs were verified by use of the dual luciferase reporter assay, qRT-PCR, and western blotting techniques, respectively.",,CL_0000034
30551447,BMP2,TF Pmarker,Stem cell,Normal cell,Bone,low-throughput,PCR,Nano-hydroxy apatite/chitosan/gelatin scaffolds enriched by a combination of platelet-rich plasma and fibrin glue enhance proliferation and differentiation of seeded human dental pulp stem cells,"The a-PRP-FG treated scaffolds exhibited significantly elevated bone gamma-carboxyglutamic acid-containing protein (BGLAP), bone morphogenetic protein 2 (BMP2), and runt-related transcription factor 2 (RUNX2) gene expression.",BGLAP,CL_0000034
