PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
29505757,BRD2,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;qPCR;Immunofluorescent staining,Lyar-mediated recruitment of Brd2 to the chromatin attenuates Nanog downregulation  following induction of differentiation,"Chromatin adaptors of the BET family (Brd2, Brd3, Brd4 and Brdt in vertebrates) are transcription co-regulators tightly associated with the progression of the cell cycle. A key question regarding their function is whether they work as part of the general transcription machinery or, on the contrary, they are precisely recruited to the chromatin through specific transcription factors",LYAR,CL_0000034
29505757,BRD3,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;qPCR;Immunofluorescent staining,Lyar-mediated recruitment of Brd2 to the chromatin attenuates Nanog downregulation  following induction of differentiation,"Chromatin adaptors of the BET family (Brd2, Brd3, Brd4 and Brdt in vertebrates) are transcription co-regulators tightly associated with the progression of the cell cycle. A key question regarding their function is whether they work as part of the general transcription machinery or, on the contrary, they are precisely recruited to the chromatin through specific transcription factors",LYAR,CL_0000034
29505757,BRD4,T Marker,Stem cell,Normal cell,Embryo,low-throughput,Western blot;qPCR;Immunofluorescent staining,Lyar-mediated recruitment of Brd2 to the chromatin attenuates Nanog downregulation  following induction of differentiation,"Chromatin adaptors of the BET family (Brd2, Brd3, Brd4 and Brdt in vertebrates) are transcription co-regulators tightly associated with the progression of the cell cycle. A key question regarding their function is whether they work as part of the general transcription machinery or, on the contrary, they are precisely recruited to the chromatin through specific transcription factors",LYAR,CL_0000034
29546425,MIR1246,T Marker,Trophoblastic cell,Normal cell,Placenta,low-throughput,RT-qPCR;qPCR;Immunoblotting,Redox-Sensitive Transcription Factor NRF2 Enhances Trophoblast Differentiation via Induction of miR-1246 and Aromatase,"Thus, NRF2 promotes syncytiotrophoblast differentiation by inducing C/EBPβ, PPARγ, hCYP19A1, and MIR-1246, which targets WNT inhibitors and JARID2 and is dysregulated in preeclampsia.",GABPA,CL_0000351
29574754,KLF4,T Marker,Smooth muscle cell,Normal cell,Vascular smooth muscle,low-throughput + high-throughput,qRT-PCR;MTT assay;Weston blot,MicroRNA-dependent regulation of KLF4 by glucose in vascular smooth muscle,"Importantly, by preventing downregulation of KLF4, the induction of smooth muscle contractile protein markers by glucose was inhibited.",,CL_0000192
29871928,CCL17,T Marker,Mononuclear cell,Normal cell,Lymph,low-throughput,Western blot;qPCR,Epigenetic and transcriptional regulation of IL4-induced CCL17 production in human monocytes and murine macrophages,CCL17 is an upregulated marker of IL-4 polarized M2 macrophages.,IL4;STAT6,CL_0000576
29909922,PIP,T Marker,Gland cell,Normal cell,Skin,low-throughput,Immunofluorescence staining,Expression and localization of Forkhead transcription factor A1 in the threedimensional reconstructed eccrine sweat glands,"FOXA1 may be involved in the development and differentiation of secretory coIL-like structures, as well as in the secretion function of 3 d reconstructed exocrine sweat glands, as well as in the development and differentiation of secreted coIL-like structures.",FOXA1,
30060822,THY1,T Marker,Fibroblast cell,Normal cell,Periosteum,low-throughput,Immunofluorescent staining;Immunohistochemistry;Western blot; Microscopic observation;Gene knock down,Foxc1 promotes the proliferation of fibroblast-like synoviocytes in rheumatoid arthritis via PI3K/AKT signalling pathway,THY1 is a marker for fibroblastoid synovial cells.,FOXC1,CL_0000057
30072668,MCAM,T Marker,Stem cell,Normal cell,Tendon,low-throughput,Microscopic observation;Immunocytochemistry;PCR;qPCR;Transmission Electron Microscopy,In Vitro Comparison of 2D-Cell Culture and 3D-Cell Sheets of Scleraxis-Programmed Bone Marrow Derived Mesenchymal Stem Cells to Primary Tendon Stem/Progenitor Cells for Tendon Repair,"However, lower fluorescence intensity was detected for CD146 and STRO1 in hMSC-Scx cells.",SCX,CL_0000034
30072668,STRO1,T Marker,Stem cell,Normal cell,Tendon,low-throughput,Microscopic observation;Immunocytochemistry;PCR;qPCR;Transmission Electron Microscopy,In Vitro Comparison of 2D-Cell Culture and 3D-Cell Sheets of Scleraxis-Programmed Bone Marrow Derived Mesenchymal Stem Cells to Primary Tendon Stem/Progenitor Cells for Tendon Repair,"However, lower fluorescence intensity was detected for CD146 and STRO1 in hMSC-Scx cells.",SCX,CL_0000034
30072688,MCAM,T Marker,Stem cell,Normal cell,Tendon,low-throughput,Microscopic observation,In Vitro Comparison of 2D-Cell Culture and 3D-Cell Sheets of Scleraxis-Programmed Bone Marrow Derived Mesenchymal Stem Cells to Primary Tendon Stem/Progenitor Cells for Tendon Repair,"however, lower fluorescence intensity was detected for CD146 and STRO1 in hMSC-Scx cells",,CL_0000034
30074269,MMP9,T Marker,Stem cell,Normal cell,Bone,low-throughput,Flow cytometry;RT-PCR;Weston blot;Microscopic observation,Inhibition of transforming growth factor‐β signaling pathway enhances the osteogenic differentiation of unrestricted somatic stem cells,MMP9 is an effector in the pathway and its expression is induced by TGF-β1.,RUNX2,CL_0000034
30074269,TGFB1,T Marker,Stem cell,Normal cell,Bone,low-throughput,Flow cytometry;RT-PCR;Weston blot;Microscopic observation,Inhibition of transforming growth factor‐β signaling pathway enhances the osteogenic differentiation of unrestricted somatic stem cells,TGFB1 is considered to be an important regulator of the proliferation and differentiation of osteoblastic progenitor cells and mesenchymal stem cells.,RUNX2,CL_0000034
30076218,STAT6,T Marker,Fibroblast cell,Normal cell,Lung,low-throughput,Western blot;qRT-PCR;Gene knock down,Hierarchical control of IL-13 signals in lung fibroblasts by STAT6 and SOX11,"These results suggest that SOX11 acts as a trans-acting transcriptional factor downstream of STAT6 and that in lung fibroblasts, the IL-13 signals are hierarchically controlled by STAT6 and SOX11.",IL13,CL_0000057
30076218,SOX11,T Marker,Fibroblast cell,Normal cell,Lung,low-throughput,Western blot;qRT-PCR;Gene knock down,Hierarchical control of IL-13 signals in lung fibroblasts by STAT6 and SOX11,"These results suggest that SOX11 acts as a trans-acting transcriptional factor downstream of STAT6 and that in lung fibroblasts, the IL-13 signals are hierarchically controlled by STAT6 and SOX11.",IL13,CL_0000057
30089027,DMP1,T Marker,Stem cell,Normal cell,Dental pulp,low-throughput,qRT-PCR;Western blot;Immunofluorescent staining,Wedelolactone Enhances Odontoblast Differentiation by Promoting Wnt/b-Catenin Signaling Pathway and Suppressing NF-jB Signaling Pathway,"Then, the cells were collected for determination of odontoblast differentiation by evaluating mRNA expression of odontogenic markers, including DMP1 and dentin sialophosphoprotein.",RUNX2,CL_0000034
30089027,DSPP,T Marker,Stem cell,Normal cell,Dental pulp,low-throughput,qRT-PCR;Western blot;Immunofluorescent staining,Wedelolactone Enhances Odontoblast Differentiation by Promoting Wnt/b-Catenin Signaling Pathway and Suppressing NF-jB Signaling Pathway,"During the progression of odontoblast differentiation, protein and mRNA levels of DMP1 and DSPP were gradually upregulated.",RUNX2,CL_0000034
30241937,BMP2,T Marker,Mesenchyme cell,Normal cell,Embryo,low-throughput + high-throughput,Immunofluorescent staining;Weston blot;IP,Regulation of Gli2 stability by deubiquitinase OTUB2,BMP2 is a common osteoblas marker.,OTUB2,CL_0008019
30241937,RUNX2,T Marker,Mesenchyme cell,Normal cell,Embryo,low-throughput + high-throughput,Immunofluorescent staining;Weston blot;IP,Regulation of Gli2 stability by deubiquitinase OTUB2,RUNX2 is a common osteoblas marker.,OTUB2,CL_0008019
30246428,IFI16,T Marker,Embryonic cell,Normal cell,Embryo,high-throughput,RNA‐seq,Dynamics changes in the transcription factors during early human embryonic development,IFI16 is a transcription factor expressed in Embryonic cell.IFI16 associated with the development of early human embryos,EP300;FOXA2;HNF4A,
30267576,FKBP8,T Marker,T cell,Normal cell,Lymph,low-throughput,Weston blot;qPCR;Immunofluorescent staining,FKBP8 inhibits virus-induced RLR-VISA signaling,"This study identifies FK506 binding protein 8 (FKBP8) as a candidate interacting protein of VISA through the yeast two-hybrid technique.The interaction of FKBP8 with VISA, retinoic acid inducible protein 1 (RIG-I), and IFN regulatory factor 3 (IRF3) was confirmed during viral infection in mammalian cells by coimmunoprecipitation.",TBK1;IFNB1;MAVS;IRF3;DDX58;TRAF3,CL_0000084
30289282,CD86,T Marker,Macrophage cell,Normal cell,Immune,low-throughput,Flow cytometry;qRT-PCR;Immunofluorescent staining,Immunoregulatory effects of indole-3-carbinol on monocyte-derived macrophages in systemic lupus erythematosus: A crucial role for aryl hydrocarbon receptor,AHR activation was also associated with the overexpression of M2 markers (CD163) and downregulation of M1 markers (CD86).,AHR,CL_0000235
30289282,CD163,T Marker,Macrophage cell,Normal cell,Immune,low-throughput,Flow cytometry;qRT-PCR;Immunofluorescent staining,Immunoregulatory effects of indole-3-carbinol on monocyte-derived macrophages in systemic lupus erythematosus: A crucial role for aryl hydrocarbon receptor,AHR activation was also associated with the overexpression of M2 markers (CD163) and downregulation of M1 markers (CD86).,AHR,CL_0000235
30307970,SMAD3,T Marker,Smooth muscle cell,Normal cell,Muscle,low-throughput + high-throughput,Western blot;Immunofluorescent staining;RNA sequencing,Coronary artery disease genes SMAD3 and TCF21 promote opposing interactive genetic programs that regulate smooth muscle cell differentiation and disease risk,"We propose that the pro-differentiation action of SMAD3 inhibits dedifferentiation that is required for HCASMC to expand and stabilize disease plaque as they respond to vascular stresses, counteracting the protective dedifferentiating activity of TCF21 and promoting disease risk.",TCF21,CL_0000192
30315770,CYLD,T Marker,Inflammation cell,Normal cell,Colon,low-throughput,Flow-throughput cytometry;Weston blot;Immunohistochemistry;Immunofluorescent staining,Alternative Splice Forms of CYLD Mediate Ubiquitination of SMAD7 to Prevent TGFB Signaling and Promote Colitis,sCYLD mediates ubiquitination and nuclear translocation of SMAD7 and thereby decreases transforming growth factor β signaling in T cells. This prevents immune regulatory mechanisms and leads to coliti,SMAD7,
30324853,ATG5,T Marker,Dendritic cell,Normal cell,Lymph,low-throughput,Flow-throughput cytometry;Weston blot;Gene knock down;Immunofluorescent staining,"EBV reduces autophagy, intracellular ROS and mitochondria to impair monocyte survival and differentiation",ATG5 is the marker expressed in Dendritic cell regulated by NFE2L2.The reduction of ATG5 as a mechanism to reduce autophagy in monocytes seems to be a common mechanism among gammaherpesviruses,NFE2L2,CL_0000451
30324853,SQSTM1,T Marker,Dendritic cell,Normal cell,Lymph,low-throughput,Flow-throughput cytometry;Weston blot;Gene knock down;Immunofluorescent staining,"EBV reduces autophagy, intracellular ROS and mitochondria to impair monocyte survival and differentiation","SQSTM1 is the marker expressed in Dendritic cell regulated by STAT3,NFE2L2.Autophagy inhibition leads to the accumulation of SQSTM1 that may activate the SQSTM1-KEAP1-NFE2L2 axis upregulating the transcription of antioxidant enzymes",NFE2L2;STAT3,CL_0000451
30338483,SLC2A1,T Marker,Nerve cell,Normal cell,Nerve,low-throughput + high-throughput,RT-qPCR;Gene knock down;Weston blot;RNA-seq,Connectivity Analyses of Bioenergetic Changes in Schizophrenia: Identification of Novel Treatments,"Activation of PPARγ via pioglitazone can also alter the transcription and expression of GLUT1, leading to changes in glucose uptake through PPARγ and other mechanisms.",,CL_0002319
30338905,MCL1,T Marker,Muscle cell,Normal cell,Heart,high-throughput,Identification of dysregulated miRNA‐TF FFLs in HCM,Systematic identification and analysis of dysregulated miRNA and transcription factor feed-forward loops in hypertrophic cardiomyopathy,MCL1 is upregulated by STAT3,STAT3,CL_0000187
30339739,TMPRSS11D,T Marker,Skin cell,Normal cell,Skin,low-throughput + high-throughput,RNA-seq;Microscopic observation;Bioinformatic prediction;Immunohistochemistry;Western blot,The epithelial zinc transporter ZIP10 epigenetically regulates human epidermal homeostasis by modulating histone acetyltransferase activity,ZIP10 and HAT are closely related to the regulation of genes related to epidermal homeostasis,,
30345544,GFAP,T Marker,Astrocyte cell,Normal cell,Nerve,low-throughput + high-throughput,DNA-seq;RT‐PCR;qPCR,AP-1 and the injury response of the GFAP gene,"Increased GFAP gene expression is a common feature of CNS injury, resulting in its use as a reporter to investigate mechanisms producing gliosis",JUN,CL_0000127
30397350,KLRB1,T Marker,T cell,Normal cell,Intestine,low-throughput + high-throughput,ChIP-qPCR;qPCR;Flow cytometry;RNA-seq;ATAC-seq,Human retinoic acid–regulated CD161+ regulatory  T cells support wound repair in intestinal mucosa,"CD161 was co-stimulatory, and ligation with the T cell antigen receptor induced cytokines that accelerated the wound healing of intestinal Epithelial cells.",RUNX1,CL_0000084
30426803,DDIT3,T Marker,Smooth muscle cell,Normal cell,Vagina,low-throughput,Western blot;PCR;Microscopic observation,Endoplasmic reticulum stress contributes to the pathogenesis of stress urinary incontinence in postmenopausal women,CHOP protein is a marker expressed in vaginal smooth muscle cells,ATF6,CL_0000192
30442679,KRIT1,T Marker,Endothelial cell,Normal cell,Brain,low-throughput,Weston blot;Immunofluorescent staining,Cerebral cavernous malformations form an anticoagulant vascular domain in humans and mice,KRIT1 gene inactivation leads to the formation of Cerebral cavernous malformations,KLF2;KLF4,CL_0000115
30442679,PDCD10,T Marker,Endothelial cell,Normal cell,Brain,low-throughput,Weston blot;Immunofluorescent staining,Cerebral cavernous malformations form an anticoagulant vascular domain in humans and mice,PDCD10 gene inactivation leads to the formation of Cerebral cavernous malformations,KLF2;KLF4,CL_0000115
30444564,TAZ,T Marker,Mesenchyme cell,Normal cell,Adipose,low-throughput + high-throughput,Western blot;Microscopic observation;RNA-seq,A Reciprocal Role of the Smad4-Taz Axis in Osteogenesis and Adipogenesis of Mesenchymal Stem Cells,"TAZ is a marker protein for transcription factors Smad4, Runx2, and PPARγ",SMAD4;RUNX2,CL_0008019
30447934,BMPFAMILY,T Marker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,Microscopic observation;Immunofluorescent staining;Western blot;RNA-seq; ChIP-qPCR;qPCR,Canonical BMP signaling in tubular cells mediates recovery after acute kidney injury,The transcription factor BMP inhibits the prefibrotic signal of renal tubule cells and helps prevent the progression of acute kidney injury to chronic kidney disease.,,CL_0000066
30447934,BMPR1A,T Marker,Epithelial cell,Normal cell,Kidney,low-throughput + high-throughput,Microscopic observation;Immunofluorescent staining;Western blot;RNA-seq; ChIP-qPCR;qPCR,Canonical BMP signaling in tubular cells mediates recovery after acute kidney injury,BMP receptor 1A (BMPR1A) is a biomarker of ischemia reperfusion injury in Kidney tubular cell.,,CL_0000066
30462552,VCAM1,T Marker,Endothelial cell,Normal cell,Aorta,low-throughput + high-throughput,qPCR;Western blot;Flow cytometry;Immunofluorescent staining; Microscopic observation;Gene knock down,Downregulation of GATA6 in mTOR-inhibited human aortic endothelial cells: effects on TNF--induced VCAM-1 expression and monocytic cell adhesion,Increased expression of vascular celladhesion molecule 1 (VCAM-1) on the aortic endothelium is an earlymarker of atherogenesis,GATA6;PRRT2,CL_0000115
30462552,MTOR,T Marker,Endothelial cell,Normal cell,Aorta,low-throughput + high-throughput,qPCR;Western blot;Flow cytometry;Immunofluorescent staining; Microscopic observation;Gene knock down,Downregulation of GATA6 in mTOR-inhibited human aortic endothelial cells: effects on TNF--induced VCAM-1 expression and monocytic cell adhesion,MTOR regulated VCAM1 transcription through a mechanism involving transcription factor GATA6 and  inhibition of mTOR can lead to PKC- activation and upregulation of miR-200a-3p in Aortic endothelial cell.,VCAM1,CL_0000115
30462552,TNF,T Marker,Endothelial cell,Normal cell,Aorta,low-throughput + high-throughput,qPCR;Western blot;Flow cytometry;Immunofluorescent staining; Microscopic observation;Gene knock down,Downregulation of GATA6 in mTOR-inhibited human aortic endothelial cells: effects on TNF--induced VCAM-1 expression and monocytic cell adhesion,TNF-α is a Marker in Human aortic endothelial cells,VCAM1,CL_0000115
30488444,BGLAP,T Marker,Cementoblast cell,Normal cell,Tooth,low-throughput,qRT-PCR;qPCR;Western blot;Immunofluorescent staining;Immunohistochemistry;Microscopic observation,DDIT3 regulates cementoblast mineralization by isocitrate dehydrogenase 1 through nuclear factor‐κB pathway,OCN is a key osteogenic markers regulated by RUNX2,RUNX2,CL_0000062
30502053,TNF,T Marker,Epithelial cell,Normal cell,Stomach,low-throughput,RT-PCR;qRT-PCR;Immunohistochemistry;Western blot;Microscopic observation,H. pylori infection induced BMAL1 expression and rhythm disorder aggravate gastric inflammation,"TNF-α is the well-known inflammatory factors among the cytokines creted by gastric epithelial cells, and they can be induced by H. pylori",ARNTL,CL_0000066
30522805,CD34,T Marker,Stem cell,Normal cell,Umbilical vein,low-throughput,qRT-PCR;Flow cytometry,Isolation of a novel embryonic stem cell cord blood-derived population with in vitro hematopoietic capacity in the presence of Wharton’s jelly-derived mesenchymal stromal cells,CD34 is a Marker in Umbilical cord blood stem cell,NANOG;POU5F1;SOX2,CL_0000034
30522805,CXCR4,T Marker,Stem cell,Normal cell,Umbilical vein,low-throughput,qRT-PCR;Flow cytometry,Isolation of a novel embryonic stem cell cord blood-derived population with in vitro hematopoietic capacity in the presence of Wharton’s jelly-derived mesenchymal stromal cells,CXCR4 is a Marker in Umbilical cord blood stem cell,NANOG;POU5F1;SOX2,CL_0000034
30522805,PROM1,T Marker,Stem cell,Normal cell,Umbilical vein,low-throughput,qRT-PCR;Flow cytometry,Isolation of a novel embryonic stem cell cord blood-derived population with in vitro hematopoietic capacity in the presence of Wharton’s jelly-derived mesenchymal stromal cells,CD133 is a Marker in Umbilical cord blood stem cell,NANOG;POU5F1;SOX2,CL_0000034
30523147,PROM1,T Marker,Stem cell,Normal cell,Tooth,low-throughput + high-throughput,PCR;Weston blot;Flow cytometry;ChIP,Prominin-2 controls stem cell activation byorchestrating ciliary dynamics,PROM1 is a key regu-lator ensuring appropriate response of stem cells to extracellular signals,GLIS2,CL_0000034
30523147,HDAC6,T Marker,Stem cell,Normal cell,Tooth,low-throughput + high-throughput,PCR;Weston blot;Flow cytometry;ChIP,Prominin-2 controls stem cell activation byorchestrating ciliary dynamics,HDAC6 is a Marker in Stem cell,GLIS2,CL_0000034
30523147,ARL13B,T Marker,Stem cell,Normal cell,Tooth,low-throughput + high-throughput,PCR;Weston blot;Flow cytometry;ChIP,Prominin-2 controls stem cell activation byorchestrating ciliary dynamics,ARL13B is a Marker in Stem cell,GLIS2,CL_0000034
30536618,RUNX2,T Marker,Stem cell,Normal cell,Bone,low-throughput + high-throughput,PCR;ChIP;Weston blot;Microscopic observation,LncRNA HOXA‐AS2 positively regulates osteogenesis of mesenchymal stem cells through inactivating NF‐κB signalling,"RUNX2, SPP1, and SP7 are osteogenic markers regulated by the NF-kB signaling pathway",,CL_0000034
30536618,SPP1,T Marker,Stem cell,Normal cell,Bone,low-throughput + high-throughput,PCR;ChIP;Weston blot;Microscopic observation,LncRNA HOXA‐AS2 positively regulates osteogenesis of mesenchymal stem cells through inactivating NF‐κB signalling,"RUNX2, SPP1, and SP7 are osteogenic markers regulated by the NF-kB signaling pathway",,CL_0000034
30538277,UCP1,T Marker,Adipocyte cell,Normal cell,Adipose,low-throughput + high-throughput,PCR;DNA-seq,IRX5 regulates adipocyte amyloid precursor protein and mitochondrial respiration in obesity,"UCP1 the marker expressed in Adipocyte cell  regulated by IRX5,IRX3,APP.",IRX3;IRX5;APP,
30538277,PPARGC1A,T Marker,Adipocyte cell,Normal cell,Adipose,low-throughput + high-throughput,PCR;DNA-seq,IRX5 regulates adipocyte amyloid precursor protein and mitochondrial respiration in obesity,"PPARGC1A the marker expressed in Adipocyte cell  regulated by IRX5,IRX3,APP.",IRX3;IRX5;APP,
30551447,BGLAP,T Marker,Stem cell,Normal cell,Bone,low-throughput,PCR,Nano-hydroxy apatite/chitosan/gelatin scaffolds enriched by a combination of platelet-rich plasma and fibrin glue enhance proliferation and differentiation of seeded human dental pulp stem cells,"The a-PRP-FG treated scaffolds exhibited significantly elevated bone gamma-carboxyglutamic acid-containing protein (BGLAP), bone morphogenetic protein 2 (BMP2), and runt-related transcription factor 2 (RUNX2) gene expression.",BMP2;RUNX2,CL_0000034
30586697,CD69,T Marker,T cell,Normal cell,Artery,low-throughput,qPCR;Flow-throughput cytometry;Immunofluorescent staining;Immunohistochemistry;Microscopic observation;Gene knock down,Oxidized Low-Density Lipoprotein Receptor in Lymphocytes Prevents Atherosclerosis and Predicts Subclinical Disease,"Oxidized low-density lipoprotein was shown to bind specifically and functionally to CD69 on human T lymphocytes, inhibiting the development of Th17 cells through the activation of NR4A nuclear receptors.",NR4A1,CL_0000084
30590978,PECAM1,T Marker,Progenitor cell,Normal cell,Heart,low-throughput,Weston blot;Immunohistochemistry;Microscopic observation,Aggregation of Child Cardiac Progenitor Cells into Spheres Activates Notch Signaling and Improves Treatment of Right Ventricular Heart Failure,"PECAMA is the marker expressed in Child Cardiac Progenitor Cell  regulated by NOTCH1,NOTCH2.",NOTCH2;NOTCH1,
30590978,KDR,T Marker,Progenitor cell,Normal cell,Heart,low-throughput,Weston blot;Immunohistochemistry;Microscopic observation,Aggregation of Child Cardiac Progenitor Cells into Spheres Activates Notch Signaling and Improves Treatment of Right Ventricular Heart Failure,"KDR is the marker expressed in Child Cardiac Progenitor Cell  regulated by NOTCH1,NOTCH2.",NOTCH2;NOTCH1,
30590978,FGFR1,T Marker,Progenitor cell,Normal cell,Heart,low-throughput,Weston blot;Immunohistochemistry;Microscopic observation,Aggregation of Child Cardiac Progenitor Cells into Spheres Activates Notch Signaling and Improves Treatment of Right Ventricular Heart Failure,"FGFR1 is the marker expressed in Child Cardiac Progenitor Cell  regulated by NOTCH1,NOTCH2.",NOTCH2;NOTCH1,
30590978,VWF,T Marker,Progenitor cell,Normal cell,Heart,low-throughput,Weston blot;Immunohistochemistry;Microscopic observation,Aggregation of Child Cardiac Progenitor Cells into Spheres Activates Notch Signaling and Improves Treatment of Right Ventricular Heart Failure,"VWF is the marker expressed in Child Cardiac Progenitor Cell  regulated by NOTCH1,NOTCH2.",NOTCH2;NOTCH1,
30626726,DNMT1,T Marker,Trophoblastic cell,Normal cell,Embryo,low-throughput + high-throughput,RT-qPCR;Western blot;ChIP,HOXD8/DIAPH2-AS1 epigenetically regulates PAX3 and impairs HTR-8/SVneo cell function under hypoxia,"DNMT1 is the marker expressed in Trophoblastic cell  regulated by PAX3,LHX3,KDM1A,HOXD8.",KDM1A;HOXD8;LHX3;PAX3,CL_0000351
30638736,CD4,T Marker,T cell,Normal cell,Immune,high-throughput,RNA-seq;ChIP-seq;Single-Cell RNA-seq,The Emergence and Functional Fitnessof Memory CD4+TCellsRequire the Transcription Factor Thpok,"CD4 is the marker expressed in T cell  regulated by PRDM1,RUNX3.Thpok promotes the emergence and functional fitness of mem-ory CD4+T cell precursors by restraining the expression or activ-ity of Blimp2 and Runx molecules.",PRDM1;RUNX3,CL_0000084
30638864,ARG1,T Marker,Blood cell,Normal cell,Blood,low-throughput + high-throughput,PCR;Sequencing technique,The blood transcriptome of childhood malaria,"ARG1,BPI,CD163,IFI27,HPandTNFAIP6tran-script levels correlated positively with lactatemia, and negatively with hemoglobin concentrations.",CD163;HP;TNFAIP6;IFI27;BPI,
30638864,CD163,T Marker,Blood cell,Normal cell,Blood,low-throughput + high-throughput,PCR;Sequencing technique,The blood transcriptome of childhood malaria,"ARG1,BPI,CD163,IFI27,HPandTNFAIP6tran-script levels correlated positively with lactatemia, and negatively with hemoglobin concentrations.",HP;TNFAIP6;IFI27;ARG1;BPI,
30638864,IFI27,T Marker,Blood cell,Normal cell,Blood,low-throughput + high-throughput,PCR;Sequencing technique,The blood transcriptome of childhood malaria,"ARG1,BPI,CD163,IFI27,HPandTNFAIP6tran-script levels correlated positively with lactatemia, and negatively with hemoglobin concentrations.",CD163;HP;TNFAIP6;ARG1;BPI,
30654933,PDGFRA,T Marker,Blood cell,Normal cell,Blood,low-throughput,qPCR;Weston blot;qRT-PCR,Platelet-derived growth factor receptor a gene is regulated by multiple first exons,Transcription of the platelet-derived growth factor receptora PDGFRA gene is considered to beprecisely regulated.,MZF1;SRY,
30664902,LMX1A,T Marker,Fibroblast cell,Normal cell,Nerve,low-throughput,Immunocytochemistry;qRT-PCR;RT-PCR;Immunofluorescent staining,Direct and selective lineage conversion of human fibroblasts todopaminergic precursors,"The hiDPs de-monstrated high immunoreactivity for neural progenitor markers and high levels of gene expression for ventralmesencephalon-related neural progenitor markers such as LMX1A, CORIN, OTX2 and MASH1.",POU3F2;SOX2;FOXA2,CL_0000057
30664902,CORIN,T Marker,Fibroblast cell,Normal cell,Nerve,low-throughput,Immunocytochemistry;qRT-PCR;RT-PCR;Immunofluorescent staining,Direct and selective lineage conversion of human fibroblasts todopaminergic precursors,"The hiDPs de-monstrated high immunoreactivity for neural progenitor markers and high levels of gene expression for ventralmesencephalon-related neural progenitor markers such as LMX1A, CORIN, OTX2 and MASH1.",POU3F2;SOX2;FOXA2,CL_0000057
30664902,OTX2,T Marker,Fibroblast cell,Normal cell,Nerve,low-throughput,Immunocytochemistry;qRT-PCR;RT-PCR;Immunofluorescent staining,Direct and selective lineage conversion of human fibroblasts todopaminergic precursors,"The hiDPs de-monstrated high immunoreactivity for neural progenitor markers and high levels of gene expression for ventralmesencephalon-related neural progenitor markers such as LMX1A, CORIN, OTX2 and MASH1.",POU3F2;SOX2;FOXA2,CL_0000057
30664902,ASCL1,T Marker,Fibroblast cell,Normal cell,Nerve,low-throughput,Immunocytochemistry;qRT-PCR;RT-PCR;Immunofluorescent staining,Direct and selective lineage conversion of human fibroblasts todopaminergic precursors,"The hiDPs de-monstrated high immunoreactivity for neural progenitor markers and high levels of gene expression for ventralmesencephalon-related neural progenitor markers such as LMX1A, CORIN, OTX2 and MASH1.",POU3F2;SOX2,CL_0000057
30665041,IL37,T Marker,Mucosal cell,Normal cell,Mucosal,low-throughput,Flow-throughput cytometry;RT-PCR;Western blot;Microscopic observation,IL-37 attenuates allergic process via STAT6/STAT3 pathways in murine allergic rhinitis,IL-37 alleviates allergic inflammation in Allergic rhinitis (AR) possibly through repressing STAT6 and STAT3 signaling pathways.,,
30667542,MMP10,T Marker,Eosinophilic granulocyte cell,Normal cell,Respiratory tract,low-throughput,Immunohistochemistry,Contribution of airway eosinophils in airway wall remodeling in asthma: Role of MMP-10 and MET,Pathways of airway remodeling and cellular inflammation are associated with submucosal eosinophilia. MET and MMP‐10 likely play an important role in these processes.,MET,CL_0000771
30679596,APC,T Marker,Epiretinal membrane cell,Normal cell,Eye,low-throughput,Weston blot;Immunofluorescent staining;PCR;Immunocytochemistry,TGF-β-SNAIL axis induces Müller glial-mesenchymal transition in the pathogenesis of idiopathic epiretinal membrane,GS is a Marker in Müller glial cells,TGFB1,
30679800,SPI1,T Marker,Bone marrow cell,Normal cell,Bone marrow,low-throughput + high-throughput,Sequencing technique;Weston blot; Microscopic observation,LSD1 inhibition by tranylcypromine derivatives interferes withGFI1-mediated repression of PU.2 target genes and inducesdifferentiation in AML,The conditional knockout led to an increased expression of multiple genes regulated by the important myeloid transcription factors GFI1 and PU.1.,IRF8;KDM1A;GFI1B;MN1,
30691826,ALPL,T Marker,Interstitial cell,Normal cell,Artery,low-throughput,Western blot;Immunoblotting,MMP-12eInduced Pro-osteogenic Responses in Human Aortic Valve Interstitial Cells,"Runt-associated transcription factor 2 (RUNX-2), bone morphogenetic protein 2 (BMP-2), and alkaline phosphatase (ALP) are markers of osteogenic responses in human aortic valve interstitial cells (AVICS)",MMP12;BMP2;RUNX2,CL_0000178
30694703,SOX9,T Marker,Cartilage cell,Normal cell,Cartilage,low-throughput,RT-PCR;Immunohistochemistry;Weston blot;Immunofluorescent staining,Kartogenin preconditioning commits mesenchymalstem cells to a precartilaginous stage with enhancedchondrogenic potential by modulating JNK andb-catenin2related pathways,"Furthermore, the KGN-preconditioned hUCMSCs efficiently differentiated into chondrocytes with elevated chondrogenic gene ( SOX9, aggrecan, and collagen II) expression and reduced expression of ossific genes (collagen X and MMP13) compared with hUCMSCs treated with TGF-β3 only. ",RUNX1;TGFB3;MAPK8,CL_0000138
