PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
25269667,MMP1,TFMarker,Endothelial cell,Normal cell,Blood,low-throughput,qPCR;TaqMan-PCR;Western blot;Flow cytometry;Immunofluorescent staining;,Segregation of late outgrowth endothelial cells into functional endothelial CD34- and progenitor-like CD34+ cell populations,"In summary, we show that OECs can be classified into functionally mature endothelial cells (CD34- OECs) that depend on the MMP-1/PAR-1 pathway and progenitor-like angiogenesis-promoting cells (CD34+ OECs).",CD34,CL_0000115
25514850,PAX7,TFMarker,Muscle cell,Normal cell,Muscle,low-throughput,qPCR;qRT-PCR;RT-PCR;Immunofluorescent staining;Microscopic observation,ATOH8: a novel marker in human muscle fiber regeneration,"Expression and localization of ATOH8, the other well-described regeneration markers, vimentin, nestin and neonatal myosin, and the satellite cell marker PAX7 were analyzed on protein level in human myopathy samples by immunofluorescence studies.",ATOH8,CL_0000187
25514850,ATOH8,TFMarker,Muscle cell,Normal cell,Muscle,low-throughput,qPCR;qRT-PCR;RT-PCR;Immunofluorescent staining;Microscopic observation,ATOH8: a novel marker in human muscle fiber regeneration,"ATOH8, a bHLH transcription factor, is regulated during myogenic differentiation.",,CL_0000187
25989979,CD44,TFMarker,Stem cell,Normal cell,Uterus,low-throughput,Western blot;Flow cytometry; Microscopic observation;Immunofluorescent staining,Stro-1/CD44 as putative human myometrial and fibroid stem cell markers,"We have demonstrated that STRO1/CD44 can be used as specific surface markers to enrich a subpopulation of myometrial/fibroids cells, exhibiting key features of stem/progenitor cells.",CD44,CL_0000034
26058593,IL10,TFMarker,B cell,Normal cell,Kidney,low-throughput,Flow cytometry,Human proximal tubule epithelial cells modulate autologous B-cell function ,"Although the primary function of B cells is the production of Ab, they play numerous other roles in immune signalling including the production of cytokines and the generation of regulatory B cells (Breg) defined by their production of IL-10.",CD27,CL_0000236
26137266,TIMP1,TFMarker,Blood cell,Normal cell,Liver,low-throughput,Immunohistochemistry;Microscopic observation,Oxaliplatin-based chemotherapy induces extravasated platelet aggregation in the liver,"In conclusion, TIMP1 may play an important role in the development of hepatic SOS.",TGFB1,
26198909,ALDH1A1,TFMarker,Stem cell,Normal cell,Dental pulp,low-throughput,Immunohistochemistry;Flow cytometry;Microscopic observation,The dental pulp stem cell niche based on aldehyde dehydrogenase 1 expression,"The immunohistochemistry analyses showed that ALDH1, CD90 and STRO-1-positive cells were located mainly in the perivascular areas and nerve fibres of dental pulps.",THY1;NA,CL_0000034
26198909,THY1,TFMarker,Stem cell,Normal cell,Dental pulp,low-throughput,Immunohistochemistry;Flow cytometry;Microscopic observation,The dental pulp stem cell niche based on aldehyde dehydrogenase 1 expression,"The immunohistochemistry analyses showed that ALDH1, CD90 and STRO-1-positive cells were located mainly in the perivascular areas and nerve fibres of dental pulps.",ALDH1A1;THY1,CL_0000034
26303631,ATXN1,TFMarker,Mesenchyme cell,Normal cell,Bone marrow,low-throughput,Flow cytometry;qRT-PCR;Microscopic observation,"Isolation, selection and culture methods to enhance clonogenicity of mouse bone marrow derived mesenchymal stromal cell precursors","These subpopulations were analysed by flow cytometry using commonly used mBM-MSC cell surface marker, e.g. SCA-1, ITGB1 and CD44.",CD44;ITGB1,CL_0008019
26327908,PROX1,TFMarker,Endothelial cell,Normal cell,Blood vessel,low-throughput,Immunohistochemistry;Microscopic observation;Immunofluorescent staining,A Case of Abnormal Lymphatic-Like Differentiation and Endothelial Progenitor Cell Activation in Neovascularization Associated with Hemi-Retinal Vein Occlusion,"Immunoreactivity for LYVE-1 and PROX-1 was detected, with Prox-1 being more widely expressed in the active Ki67-positive lumen-lining cells.",MKI67,CL_0000115
26356872,ACTA1,TFMarker,Mesenchyme cell,Normal cell,Bone marrow,low-throughput,Microscopic observation,Mesenchymal Bone Marrow-derived Stem Cells Transplantation in Patients with HCV Related Liver Cirrhosis,"Expression of CD34 and α-SMA in liver biopsy samples were decreased at 6 months after transplantation, consistent with structural improvements in mitochondria and nuclear compartments.",CD34,CL_0008019
26446766,DDX4,TFMarker,Stroma cell,Normal cell,Uterus,low-throughput,RT-PCR;Immunohistochemistry;Immunofluorescent staining;Microscopic observation,Identification of germ cell-specific VASA and IFITM3 proteins in human ovarian endometriosis,"DDX4 and IFITM3 co-localized in cells from endometriotic stroma, and DDX4/IFITM3-expressing cells were positive for ESR1, OCT4 and PCNA. ",POU5F1,CL_0000499
26446766,IFITM3,TFMarker,Stroma cell,Normal cell,Uterus,low-throughput,RT-PCR;Immunohistochemistry;Immunofluorescent staining;Microscopic observation,Identification of germ cell-specific VASA and IFITM3 proteins in human ovarian endometriosis,"DDX4 and IFITM3 co-localized in cells from endometriotic stroma, and DDX4/IFITM3-expressing cells were positive for ESR1, OCT4 and PCNA. ",POU5F1,CL_0000499
26860863,RUNX2,TFMarker,Osteoclasts cell,Normal cell,Bone,low-throughput,Immunohistochemistry;Microscopic observation,"Early reversal cells in adult human bone remodeling: osteoblastic nature, catabolic functions and interactions with osteoclasts",RUNX2 and CD55 immunoreactive reversal cells appear to take up TRAcP released by neighboring Osteoclasts.,NCAM1,CL_0000092
26860863,NCAM1,TFMarker,Osteoclasts cell,Normal cell,Bone,low-throughput,Immunohistochemistry;Microscopic observation,"Early reversal cells in adult human bone remodeling: osteoblastic nature, catabolic functions and interactions with osteoclasts",RUNX2 and CD55 immunoreactive reversal cells appear to take up TRAcP released by neighboring Osteoclasts.,RUNX2,CL_0000092
27354342,HMOX1,TFMarker,Stem cell,Normal cell,Brain,low-throughput,qPCR,TGFβ-Responsive HMOX1 Expression Is Associated with Stemness and Invasion in Glioblastoma Multiforme,"Two markers SLC16A1 and HMOX1 were found to be expressed among pseudopalisading cells that reside in the hypoxic region of GBM, substantiating the histopathological hallmarks of GBM.",SLC16A1;TGFB1,CL_0000034
27354342,SLC16A1,TFMarker,Stem cell,Normal cell,Brain,low-throughput,qPCR,TGFβ-Responsive HMOX1 Expression Is Associated with Stemness and Invasion in Glioblastoma Multiforme,"Two markers SLC16A1 and HMOX1 were found to be expressed among pseudopalisading cells that reside in the hypoxic region of GBM, substantiating the histopathological hallmarks of GBM.",HMOX1,CL_0000034
27354342,TGFB1,TFMarker,Stem cell,Normal cell,Brain,low-throughput,qPCR,TGFβ-Responsive HMOX1 Expression Is Associated with Stemness and Invasion in Glioblastoma Multiforme,TGFβ-Responsive HMOX1 expression is associated with stemness and invasion in glioblastoma multiforme.,HMOX1,CL_0000034
27385727,LGR5,TFMarker,Ovary cell,Normal cell,Ovary,low-throughput,qRT-PCR;Immunohistochemistry;Western blot,BMP signalling in human fetal ovary somatic cells is modulated in a gene-specific fashion by GREM1 and GREM2 ,"Leucine-rich repeat-containing G-protein coupled receptor 5 (LGR5), a marker of immature ovarian somatic cells, is identified as a novel transcriptional target of BMP4.",BMP4,
27385727,BMP2,TFMarker,Ovary cell,Normal cell,Ovary,low-throughput,qRT-PCR;Immunohistochemistry;Western blot,BMP signalling in human fetal ovary somatic cells is modulated in a gene-specific fashion by GREM1 and GREM2 ,"Leucine-rich repeat-containing G-protein coupled receptor 5 (LGR5), a marker of immature ovarian somatic cells, is identified as a novel transcriptional target of BMP4.",LGR5,
27385727,BMP4,TFMarker,Ovary cell,Normal cell,Ovary,low-throughput,qRT-PCR;Immunohistochemistry;Western blot,BMP signalling in human fetal ovary somatic cells is modulated in a gene-specific fashion by GREM1 and GREM2 ,"Leucine-rich repeat-containing G-protein coupled receptor 5 (LGR5), a marker of immature ovarian somatic cells, is identified as a novel transcriptional target of BMP4.",LGR5,
27509136,CDCP1,TFMarker,Mesenchyme cell,Normal cell,Muscle,low-throughput,Weston blot;Immunofluorescent staining;RT-PCR;qRT-PCR;Microscopy;Cytochemistry,Cell-Surface Protein Profiling Identifies Distinctive Markers of Progenitor Cells in Human Skeletal Muscle,"Here, we performed comprehensive cell-surface protein profiling of the two progenitor populations residing in human skeletal muscle and identified three previously unrecognized markers: CD82 and CD318 for satellite cells and CD201 for mesenchymal progenitors.",CD82;A4GALT,CL_0008019
27509136,CD82,TFMarker,Mesenchyme cell,Normal cell,Muscle,low-throughput,Weston blot;Immunofluorescent staining;RT-PCR;qRT-PCR;Microscopy;Cytochemistry,Cell-Surface Protein Profiling Identifies Distinctive Markers of Progenitor Cells in Human Skeletal Muscle,"Here, we performed comprehensive cell-surface protein profiling of the two progenitor populations residing in human skeletal muscle and identified three previously unrecognized markers: CD82 and CD318 for satellite cells and CD201 for mesenchymal progenitors.",CDCP1;A4GALT,CL_0008019
27509136,A4GALT,TFMarker,Mesenchyme cell,Normal cell,Muscle,low-throughput,Weston blot;Immunofluorescent staining;RT-PCR;qRT-PCR;Microscopy;Cytochemistry,Cell-Surface Protein Profiling Identifies Distinctive Markers of Progenitor Cells in Human Skeletal Muscle,"Here, we performed comprehensive cell-surface protein profiling of the two progenitor populations residing in human skeletal muscle and identified three previously unrecognized markers: CD82 and CD318 for satellite cells and CD201 for mesenchymal progenitors.",CD82;CDCP1,CL_0008019
27641304,CD82,TFMarker,Muscle cell,Normal cell,Muscle,low-throughput,Weston blot;Immunofluorescent staining,CD82 Is a Marker for Prospective Isolation of Human Muscle Satellite Cells and Is Linked to Muscular Dystrophies,"Together, these findings suggest that CD82 function may be important for muscle stem cell function in muscular disorders.",,CL_0000187
27656218,KLF4,TFMarker,Mesenchyme cell,Normal cell,Gingiva,low-throughput,qRT-PCR;Immunofluorescent staining;Microscopic observation,Comparison of Stemness and Gene Expression between Gingiva and Dental Follicles in Children,"The comparative expression of four induced pluripotent stem cells (iPSCs) marker genes (OCT-3/4, SOX2, cMYC, and KLF4) were expressed at higher levels in the gingiva.",POU5F1;SOX2;MYC,CL_0008019
27656218,SOX2,TFMarker,Mesenchyme cell,Normal cell,Gingiva,low-throughput,qRT-PCR;Immunofluorescent staining;Microscopic observation,Comparison of Stemness and Gene Expression between Gingiva and Dental Follicles in Children,"The comparative expression of four induced pluripotent stem cells (iPSCs) marker genes (OCT-3/4, SOX2, cMYC, and KLF4) were expressed at higher levels in the gingiva.",KLF4;POU5F1;MYC,CL_0008019
27656218,POU5F1,TFMarker,Mesenchyme cell,Normal cell,Gingiva,low-throughput,qRT-PCR;Immunofluorescent staining;Microscopic observation,Comparison of Stemness and Gene Expression between Gingiva and Dental Follicles in Children,"The comparative expression of four induced pluripotent stem cells (iPSCs) marker genes (OCT-3/4, SOX2, cMYC, and KLF4) were expressed at higher levels in the gingiva.",KLF4;SOX2;MYC,CL_0008019
27656218,MYC,TFMarker,Mesenchyme cell,Normal cell,Gingiva,low-throughput,qRT-PCR;Immunofluorescent staining;Microscopic observation,Comparison of Stemness and Gene Expression between Gingiva and Dental Follicles in Children,"The comparative expression of four induced pluripotent stem cells (iPSCs) marker genes (OCT-3/4, SOX2, cMYC, and KLF4) were expressed at higher levels in the gingiva.",POU5F1;KLF4;SOX2,CL_0008019
27835617,PAX1,TFMarker,T cell,Normal cell,Colon,low-throughput,Flow cytometry;RT-PCR;qPCR,Novel immortal human cell lines reveal subpopulations in the nucleus pulposus,"Profiling of a set of novel NP markers (CD24, CA12, PAX1, PTN, FOXF1 and KRT19 mRNA) in a representative set of subclones substantiated successful immortalization of multiple cellular subpopulations from primary isolates and confirmed their NP origin and/or phenotype.",PTN;CA12;CD24;KRT19;FOXF1,CL_0000084
27835617,FOXF1,TFMarker,T cell,Normal cell,Colon,low-throughput,Flow cytometry;RT-PCR;qPCR,Novel immortal human cell lines reveal subpopulations in the nucleus pulposus,"Profiling of a set of novel NP markers (CD24, CA12, PAX1, PTN, FOXF1 and KRT19 mRNA) in a representative set of subclones substantiated successful immortalization of multiple cellular subpopulations from primary isolates and confirmed their NP origin and/or phenotype.",PAX1;PTN;CA12;KRT19;CD24,CL_0000084
28791439,CXCL8,TFMarker,Islet cell,Normal cell,Pancreas,low-throughput,Immunohistochemistry;Western blot;Microscopic observation;RT-PCR,Metabolic crosstalk between fatty pancreas and fatty liver: effects on local inflammation and insulin secretion,"In isolated primary pancreatic pre-adipocytes and differentiated adipocytes, palmitate and fetuin-A induced IL6, CXCL8 and CCL2 mRNA expression.",CCL2,
28791439,CCL2,TFMarker,Islet cell,Normal cell,Pancreas,low-throughput,Immunohistochemistry;Western blot;Microscopic observation;RT-PCR,Metabolic crosstalk between fatty pancreas and fatty liver: effects on local inflammation and insulin secretion,"In isolated primary pancreatic pre-adipocytes and differentiated adipocytes, palmitate and fetuin-A induced IL6, CXCL8 and CCL2 mRNA expression.",CXCL8,
29338788,ACE,TFMarker,Mesenchyme cell,Normal cell,Bone marrow,low-throughput,Flow cytometry,High-throughput immunophenotypic characterization of bone marrow- and cord blood-derived mesenchymal stromal cells reveals common and differentially expressed markers: identification of angiotensin-converting enzyme (CD143) as a marker differentially expressed between adult and perinatal tissue sources,"The main result of the work is the exclusive recognition of ACE/CD143 as a marker able to segregate adult from perinatal MSC, being CD143 unequivocally expressed on BM- and AT-MSC but not on UC- and CB-MSC.",ACE,CL_0008019
29379199,MYCN,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput + high-throughput,Western blot;ChIP-seq;DNA-seq;RNA-seq;ATAC-seq;Flow cytometry,Enhancer invasion shapes MYCN-dependent  transcriptional amplification in neuroblastoma,"At oncogenic levels, MYCN associates with E-box binding motifs in an affinity-dependent manner, binding to strong canonical E-boxes at promoters and invading abundant weaker non-canonical E-boxes clustered at enhancers. Loss of MYCN leads to a global reduction in transcription, which is most pronounced at MYCN target genes with the greatest enhancer occupancy.",,CL_0002319
29386255,IFNB1,TFMarker,Niks cell,Normal cell,Epithelium,low-throughput + high-throughput,Immunoblotting;Southern blot;Chromatin immunoprecipitation assay;Immunohistochemistry;Immunofluorescent staining,HPV18 Persistence Impairs Basal and DNA Ligand-Mediated IFN-β and IFN-λ1 Production through Transcriptional Repression of Multiple Downstream Effectors of Pattern Recognition Receptor Signaling,"The production of IFN-β and IFN-λ1 was significantly reduced in comparison with the parental NIKS cells, indicating that HPV18 exerts its immunosuppressive activity through downregulation of PRR signaling.",,
29393262,POU5F1,TFMarker,Germ cell,Normal cell,Gonad,low-throughput,Immunohistochemistry;Microscopic observation,Androgen Insensitivity Syndrome at Prepuberty: Marked Loss of Spermatogonial Cells at Early Childhood and Presence of Gonocytes up to Puberty,"Combined with the immunohistochemical analysis of specific germ cell markers (MAGE-A4 for premeiotic germ cells and of OCT3/4 for gonocytes), enabled us to carry out a thorough investigation of germ cell life in an androgen-insensitive microenvironment throughout prepuberty until young adulthood.",POU5F1;MAGEA4,CL_0000586
29393262,POU5F1,TFMarker,Germ cell,Normal cell,Gonad,low-throughput,Immunohistochemistry;Microscopic observation,Androgen Insensitivity Syndrome at Prepuberty: Marked Loss of Spermatogonial Cells at Early Childhood and Presence of Gonocytes up to Puberty,"Combined with the immunohistochemical analysis of specific germ cell markers (MAGE-A4 for premeiotic germ cells and of OCT3/4 for gonocytes), enabled us to carry out a thorough investigation of germ cell life in an androgen-insensitive microenvironment throughout prepuberty until young adulthood.",POU5F1;MAGEA4,CL_0000670
29482621,ISL1,TFMarker,Mesenchyme cell,Normal cell,Myocardium,low-throughput + high-throughput,Western blot;Immunohistochemistry;RNA-seq;Immunofluorescent staining;Microscopic observation,ISL1 overexpression enhances the survival of transplanted Human mesenchymal stem cells in a murine myocardial infarction model,Forced expression of ISL1 in human mesenchymal stem cells (HMSCs) ameliorates myocardial infarction and (ISL1) is considered a marker of cardiovascular progenitor cells,,CL_0008019
29486298,GABPA,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput + high-throughput,qPCR;Immunohistochemistry;DNA-seq;Immunofluorescent staining,In vivo imaging of early signs of dopaminergic neuronal death in an animal model of Parkinson’s disease.,"Our results identify the Nrf2 signaling as an early marker of neurodegeneration, anticipating dopaminergic neurodegeneration and motor deficits.",,CL_0002319
29490065,INSM1,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput + high-throughput,Immunohistochemistry;Microscopic observation;RNA-seq,INSM1 Expression Is Frequent in Primary Central Nervous System Neoplasms but Not in the Adult Brain Parenchyma,"INSM1 is a transcription factor with strong nuclear immunostaining in neuroendocrine cells and neoplasms of neuroendocrine origin;These findings indicate that nuclear INSM1 immunostaining may serve as a strong nuclear marker in the Brain for neoplasms of neuroendocrine or immature neuronal differentiation, when used in concert with other immunostains.",,CL_0002319
29490590,BDNF,TFMarker,Mesenchymal cell,Normal cell,Bone,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation,Effect of Brain‐derived neurotrophic factor on the neurogenesis and osteogenesis in Bone engineering,"BDNF promotes hBMSC osteogenesis and neurogenesis in vitro and in vivo, and that BDNF may indirectly promote osteogenesis through increased neurogenesis. This further suggests that encouraging neutralization during Bone engineering will lead to effective repairing of Bone defects.",GFAP;MAP2;BGLAP,CL_0008019
29523187,SOX17,TFMarker,Stem cell,Normal cell,Liver,low-throughput + high-throughput,qPCR;qRT-PCR;Immunofluorescent staining;Microscopic observation;Western blot;Flow cytometry;,Highly efficient and expedited hepatic differentiation from human pluripotent stem cells by pure small-molecule cocktails,SOX17 is a marker in liver stem cell,NANOG,CL_0000034
29523187,NANOG,TFMarker,Stem cell,Normal cell,Liver,low-throughput + high-throughput,qPCR;qRT-PCR;Immunofluorescent staining;Microscopic observation;Western blot;Flow cytometry;,Highly efficient and expedited hepatic differentiation from human pluripotent stem cells by pure small-molecule cocktails,NANOG is a marker in liver stem cell,SOX17,CL_0000034
29523190,CD24,TFMarker,Stem cell,Normal cell,Cartilage,low-throughput + high-throughput,Immunofluorescent staining;Flow cytometry;Immunohistochemistry;Microscopic observation;RT-PCR;qPCR;,Differentiation of human induced pluripotent stem cells into nucleus pulposus-like cells,"Periods of pellet culture following initial induction were shown to promote the vacuolated NP cell morphology and NP surface marker expression, including CD24, LMα5, and Basp1.",,CL_0000034
29550076,PDX1,TFMarker,B cell,Normal cell,Pancreas,low-throughput + high-throughput,Flow cytometry;qRT-PCR;Immunohistochemistry;Single cell RNA sequencing,Long-Term Correction of Diabetes in Mice by In Vivo Reprogramming of Pancreatic Ducts,"Here, we report in vivo reprogramming of pancreatic ductal cells through intra-ductal delivery of an adenoviral vector expressing the transcription factors PDX1, Neurog3, and Mafa.",NEUROG3;MAFA,CL_0000236
29550076,NEUROG3,TFMarker,B cell,Normal cell,Pancreas,low-throughput + high-throughput,Flow cytometry;qRT-PCR;Immunohistochemistry;Single cell RNA sequencing,Long-Term Correction of Diabetes in Mice by In Vivo Reprogramming of Pancreatic Ducts,"Here, we report in vivo reprogramming of pancreatic ductal cells through intra-ductal delivery of an adenoviral vector expressing the transcription factors PDX1, Neurog3, and Mafa.",PDX1;MAFA,CL_0000236
29550076,MAFA,TFMarker,B cell,Normal cell,Pancreas,low-throughput + high-throughput,Flow cytometry;qRT-PCR;Immunohistochemistry;Single cell RNA sequencing,Long-Term Correction of Diabetes in Mice by In Vivo Reprogramming of Pancreatic Ducts,"Here, we report in vivo reprogramming of pancreatic ductal cells through intra-ductal delivery of an adenoviral vector expressing the transcription factors PDX1, Neurog3, and Mafa.",NEUROG3;PDX1,CL_0000236
29569917,CXCL8,TFMarker,Macrophage cell,Normal cell,Immune,low-throughput,qRT-PCR;Taqman qPCR;RT-qPCR;qPCR;Western blot;Immunofluorescent staining,Terminal Sugar Moiety Determines Immunomodulatory Properties of Poly(propyleneimine) Glycodendrimers,"An important result of this action was the overexpression of CD40 and IL8 genes, potentially leading to an activated, proinflammatory phenotype in the monocyte/macrophage cell lineage.",CD40,CL_0000235
29604386,NANOG,TFMarker,Stem cell,Normal cell,Gingiva,low-throughput,RT-PCR; qRT-PCR;Flow cytometry,Applications of inflammation-derived gingival stem cells for testing the biocompatibility of dental restorative biomaterials,"NANOG, OCT3/4 and SOX2 expression and Regulation of differentiated Mesenchymal Stem Cells (MSCs) in normal and inflected gingival tissue  ",SOX2,CL_0000034
29604386,POU5F1,TFMarker,Stem cell,Normal cell,Gingiva,low-throughput,RT-PCR; qRT-PCR;Flow cytometry,Applications of inflammation-derived gingival stem cells for testing the biocompatibility of dental restorative biomaterials,"NANOG, OCT3/4 and SOX2 expression and Regulation of differentiated Mesenchymal Stem Cells (MSCs) in normal and inflected gingival tissue  ",NANOG;SOX2,CL_0000034
29604386,SOX2,TFMarker,Stem cell,Normal cell,Gingiva,low-throughput,RT-PCR; qRT-PCR;Flow cytometry,Applications of inflammation-derived gingival stem cells for testing the biocompatibility of dental restorative biomaterials,"NANOG, OCT3/4 and SOX2 expression and Regulation of differentiated Mesenchymal Stem Cells (MSCs) in normal and inflected gingival tissue  ",NANOG,CL_0000034
29733324,PAX7,TFMarker,Satellite cell,Normal cell,Muscle,low-throughput,Immunofluorescent staining,Identification of Skeletal Muscle Satellite Cells by Immunofluorescence with Pax7 and Laminin Antibodies,A commonly used marker for identifying SCs on the myofibers or in cell culture is the paired box protein PAX7.,,
29753274,POU5F1,TFMarker,Peripheral blood cell,Normal cell,Uterus,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;RT-PCR;mPCR,Blood-derived Integration-Free iPS Cell Line UKBi011-A From a Diagnosed Male Alzheimer's Disease Patient With APOE ɛ4/ɛ4 Genotype,"We present an iPSC line generated from peripheral blood cells of a male AD patient employing Sendai virus vectors encoding the transcription factors OCT4, SOX2, KLF4 and c-MYC.",KLF4;SOX2;MYC,
29753274,SOX2,TFMarker,Peripheral blood cell,Normal cell,Uterus,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;RT-PCR;mPCR,Blood-derived Integration-Free iPS Cell Line UKBi011-A From a Diagnosed Male Alzheimer's Disease Patient With APOE ɛ4/ɛ4 Genotype,"We present an iPSC line generated from peripheral blood cells of a male AD patient employing Sendai virus vectors encoding the transcription factors OCT4, SOX2, KLF4 and c-MYC.",KLF4;POU5F1;MYC,
29753274,KLF4,TFMarker,Peripheral blood cell,Normal cell,Uterus,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;RT-PCR;mPCR,Blood-derived Integration-Free iPS Cell Line UKBi011-A From a Diagnosed Male Alzheimer's Disease Patient With APOE ɛ4/ɛ4 Genotype,"We present an iPSC line generated from peripheral blood cells of a male AD patient employing Sendai virus vectors encoding the transcription factors OCT4, SOX2, KLF4 and c-MYC.",MYC;POU5F1;SOX2,
29753274,MYC,TFMarker,Peripheral blood cell,Normal cell,Uterus,low-throughput,Microscopic observation;Immunofluorescent staining;Flow cytometry;qPCR;RT-PCR;mPCR,Blood-derived Integration-Free iPS Cell Line UKBi011-A From a Diagnosed Male Alzheimer's Disease Patient With APOE ɛ4/ɛ4 Genotype,"We present an iPSC line generated from peripheral blood cells of a male AD patient employing Sendai virus vectors encoding the transcription factors OCT4, SOX2, KLF4 and c-MYC.",KLF4;POU5F1;SOX2,
29880876,MYCN,TFMarker,Nerve cell,Normal cell,Nerve,low-throughput + high-throughput,ChIP-PCR;qPCR;qRT-PCR;Western blot;Flow cytometry;Immunohistochemistry;ChIP-seq;RNA-seq,Transcription factor activating protein 4 is synthetically lethal and a master regulator of MYCN-amplified neuroblastoma,MYCN amplification is a poor prognostic marker for neuroblastoma.,TFAP4,CL_0002319
29882288,DEC1,TFMarker,Gingival mononuclear cell,Normal cell,Tooth,low-throughput,qRT-PCR;qPCR;Western blot;Flow cytometry;Immunohistochemistry;Microscopic observation,Transcription factor DEC1 is required for maximal experimentally induced periodontal inflammation,The transcription factor DEC1 regulates gingiva-induced oral mucosal periodontitis.,,
29895327,BMP2,TFMarker,Mesenchymal cell,Normal cell,Bone,low-throughput,qPCR;RT-PCR;qRT-PCR;Immunofluorescent staining;;Western blot;Microscopic observation,Conditioned medium from bone marrowderived mesenchymal stem cells inhibits vascular calcification through blockade of the BMP2–Smad1/5/8 signaling pathway,MSC-CM may act as a novel therapy for VSMC calcification by mediating the BMP2–Smad1/5/8 signaling pathway.,,CL_0008019
29895327,RUNX2,TFMarker,Mesenchymal cell,Normal cell,Bone,low-throughput,qPCR;RT-PCR;qRT-PCR;Immunofluorescent staining;;Western blot;Microscopic observation,Conditioned medium from bone marrowderived mesenchymal stem cells inhibits vascular calcification through blockade of the BMP2–Smad1/5/8 signaling pathway,RUNX2 is a representative marker of osteogenesis.,,CL_0008019
29895327,MSX2,TFMarker,Mesenchymal cell,Normal cell,Bone,low-throughput,qPCR;RT-PCR;qRT-PCR;Immunofluorescent staining;;Western blot;Microscopic observation,Conditioned medium from bone marrowderived mesenchymal stem cells inhibits vascular calcification through blockade of the BMP2–Smad1/5/8 signaling pathway,MSX2 is a representative marker of osteogenesis.,,CL_0008019
29911923,HIF1A,TFMarker,Mononuclear cell,Normal cell,Blood,low-throughput,RT-PCR;qPCR;Bioinformatic prediction,MicroRNA-92a-3p overexpression in peripheral blood mononuclear cells is an independent predictor of prolonged overall survival of patients with chronic lymphocytic leukemia,"Another target of miR-92a-3p is HIF1A, namely, the regulatory alpha subunit of the heterodimeric HIF1 transcription factor, which tightly regulates cell response to hypoxia",HIF1A,CL_0000576
29940355,KLF4,TFMarker,Endothelial cell,Normal cell,Blood vessel,low-throughput,Western blot;qPCR;RT-PCR,The histone methyltransferase SETD1A regulates thrombomodulin transcription in vascular endothelial cells,Our data illustrate a previously unrecognized pathway in which SETD1A contributes to RA-induced TM expression in vascular endothelial cells by modulating the activity and expression of KLF4.,SETD1A,CL_0000115
30060630,FAS,TFMarker,Adipocyte cell,Normal cell,Adipose,low-throughput,Western blot;Microscopic observation;qRT-PCR,Novel Neohesperidin Dihydrochalcone Analogue Inhibits Adipogenic Differentiation of Human Adipose-Derived Stem Cells through the Nrf2 Pathway,FAS is a marker of adipogenic differentiation.,,
30060630,GABPA,TFMarker,Adipocyte cell,Normal cell,Adipose,low-throughput,Western blot;Microscopic observation;qRT-PCR,Novel Neohesperidin Dihydrochalcone Analogue Inhibits Adipogenic Differentiation of Human Adipose-Derived Stem Cells through the Nrf2 Pathway,Nuclear factor erythroid 2-related factor-2 (NRF2) is a transcription factor that mediates various antioxidant enzymes and regulates cellular ROS levels.,,
30064425,ATF4,TFMarker,Epithelial cell,Normal cell,Kidney,low-throughput,RT-PCR;qRT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Combination of Chymostatin and Aliskiren attenuates ER stress induced by lipid overload in kidney tubular cells,The expression of ATF4 can reflect endoplasmic reticulum stress.,DDIT3,CL_0000066
30064425,DDIT3,TFMarker,Epithelial cell,Normal cell,Kidney,low-throughput,RT-PCR;qRT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Combination of Chymostatin and Aliskiren attenuates ER stress induced by lipid overload in kidney tubular cells,The expression of CHOP can reflect endoplasmic reticulum stress.,ATF4,CL_0000066
30068872,GABPA,TFMarker,B cell,Normal cell,Lymph,low-throughput,qPCR;Western blot;RT-PCR,"Dibenzoylmethane, a Component of Licorice, Suppresses Monocyte-toMacrophage Differentiation and Inflammatory Responses in Human Monocytes and Mouse Macrophages","The DBM-mediated differential regulation of NF-κB and NRF2, which are major transcription factors involved in inflammation, inhibited the expression of inflammatory cytokine.",,CL_0000236
30072366,EZH2,TFMarker,Bone marrow cell,Normal cell,Bone marrow,high-throughput,ChIP-seq,Tracing human stem cell lineage during development using DNA methylation,"EZH2, one of three PRC2 components,  largely dispensable for adult bone marrow hematopoiesis.",,
30209132,TEAD4,TFMarker,Adipocyte cell,Normal cell,Adipose,low-throughput,ChIP-qPCR;qRT-PCR;qPCR;Western blot;Immunofluorescent staining;Microscopic observation,The TEA domain family transcription factor TEAD4 represses murine adipogenesis by recruiting the  cofactors VGLL4 and CtBP3 into a transcriptional complex,The TEA domain family transcription factor TEAD4 represses murine adipogenesis by recruiting the  cofactors VGLL4 and CTBP3 into a transcriptional complex,VGLL4,
