Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand MGI ID,Receptor MGI ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0004061,Pcdhga2 Pcdhga2,Pcdhga2,Pcdhga2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga2%20Pcdhga2-based-on-Pubmed-ID-25171406-in-mouse,Pcdhga2,Pcdhga2,MGI:1935214,MGI:1935214,ENSMUSG00000103332,ENSMUSG00000103332,PCDHGA2 (PCDH-GAMMA-A2),PCDHGA2 (PCDH-GAMMA-A2),cell membrane,cell membrane
CDB25:0004062,Pcdhga3 Pcdhga3,Pcdhga3,Pcdhga3,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga3%20Pcdhga3-based-on-Pubmed-ID-20679223,%2025171406,%2027068704-in-mouse",Pcdhga3,Pcdhga3,MGI:1935215,MGI:1935215,ENSMUSG00000104346,ENSMUSG00000104346,PCDHGA3 (PCDH-GAMMA-A3),PCDHGA3 (PCDH-GAMMA-A3),cell membrane,cell membrane
CDB25:0004063,Pcdhga4 Pcdhga4,Pcdhga4,Pcdhga4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga4%20Pcdhga4-based-on-Pubmed-ID-25171406-in-mouse,Pcdhga4,Pcdhga4,MGI:1935216,MGI:1935216,ENSMUSG00000103677,ENSMUSG00000103677,PCDHGA4 (PCDH-GAMMA-A4),PCDHGA4 (PCDH-GAMMA-A4),cell membrane,cell membrane
CDB25:0004064,Pcdhga5 Pcdhga5,Pcdhga5,Pcdhga5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga5%20Pcdhga5-based-on-Pubmed-ID-25171406-in-mouse,Pcdhga5,Pcdhga5,MGI:1935217,MGI:1935217,ENSMUSG00000103567,ENSMUSG00000103567,"PCDHGA5 (CDH-GAMMA-A5, ME3, PCDH-GAMMA-A5)","PCDHGA5 (CDH-GAMMA-A5, ME3, PCDH-GAMMA-A5)",cell membrane,cell membrane
CDB25:0004065,Pcdhga6 Pcdhga6,Pcdhga6,Pcdhga6,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga6%20Pcdhga6-based-on-Pubmed-ID-25171406-in-mouse,Pcdhga6,Pcdhga6,MGI:1935218,MGI:1935218,ENSMUSG00000103793,ENSMUSG00000103793,PCDHGA6 (PCDH-GAMMA-A6),PCDHGA6 (PCDH-GAMMA-A6),cell membrane,cell membrane
CDB25:0004066,Pcdhga7 Pcdhga7,Pcdhga7,Pcdhga7,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga7%20Pcdhga7-based-on-Pubmed-ID-25171406-in-mouse,Pcdhga7,Pcdhga7,MGI:1935219,MGI:1935219,ENSMUSG00000103472,ENSMUSG00000103472,PCDHGA7 (PCDH-GAMMA-A7),PCDHGA7 (PCDH-GAMMA-A7),cell membrane,cell membrane
CDB25:0004067,Pcdhga8 Pcdhga8,Pcdhga8,Pcdhga8,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga8%20Pcdhga8-based-on-Pubmed-ID-25171406,%2035253643-in-mouse",Pcdhga8,Pcdhga8,MGI:1935221,MGI:1935221,ENSMUSG00000103897,ENSMUSG00000103897,"PCDHGA8 (KIAA0327, PCDH-GAMMA-A8)","PCDHGA8 (KIAA0327, PCDH-GAMMA-A8)",cell membrane,cell membrane
CDB25:0004068,Pcdhga9 Pcdhga9,Pcdhga9,Pcdhga9,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhga9%20Pcdhga9-based-on-Pubmed-ID-25171406,%2035253643-in-mouse",Pcdhga9,Pcdhga9,MGI:1935226,MGI:1935226,ENSMUSG00000102440,ENSMUSG00000102440,PCDHGA9 (PCDH-GAMMA-A9),PCDHGA9 (PCDH-GAMMA-A9),cell membrane,cell membrane
CDB25:0004069,Pcdhgb1 Pcdhgb1,Pcdhgb1,Pcdhgb1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgb1%20Pcdhgb1-based-on-Pubmed-ID-25171406-in-mouse,Pcdhgb1,Pcdhgb1,MGI:1935169,MGI:1935169,ENSMUSG00000103037,ENSMUSG00000103037,PCDHGB1 (PCDH-GAMMA-B1),PCDHGB1 (PCDH-GAMMA-B1),cell membrane,cell membrane
CDB25:0004070,Pcdhgb2 Pcdhgb2,Pcdhgb2,Pcdhgb2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgb2%20Pcdhgb2-based-on-Pubmed-ID-20679223,%2025171406,%2035253643-in-mouse",Pcdhgb2,Pcdhgb2,MGI:1935170,MGI:1935170,ENSMUSG00000102748,ENSMUSG00000102748,PCDHGB2 (PCDH-GAMMA-B2),PCDHGB2 (PCDH-GAMMA-B2),cell membrane,cell membrane
CDB25:0004071,Pcdhgb4 Pcdhgb4,Pcdhgb4,Pcdhgb4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgb4%20Pcdhgb4-based-on-Pubmed-ID-25171406-in-mouse,Pcdhgb4,Pcdhgb4,MGI:1935173,MGI:1935173,ENSMUSG00000103585,ENSMUSG00000103585,"PCDHGB4 (FIB2, CDH20, PCDH-GAMMA-B4)","PCDHGB4 (FIB2, CDH20, PCDH-GAMMA-B4)",cell membrane,cell membrane
CDB25:0004072,Pcdhgb5 Pcdhgb5,Pcdhgb5,Pcdhgb5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgb5%20Pcdhgb5-based-on-Pubmed-ID-25171406-in-mouse,Pcdhgb5,Pcdhgb5,MGI:1935196,MGI:1935196,ENSMUSG00000103749,ENSMUSG00000103749,PCDHGB5 (PCDH-GAMMA-B5),PCDHGB5 (PCDH-GAMMA-B5),cell membrane,cell membrane
CDB25:0004073,Pcdhgb6 Pcdhgb6,Pcdhgb6,Pcdhgb6,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgb6%20Pcdhgb6-based-on-Pubmed-ID-25171406-in-mouse,Pcdhgb6,Pcdhgb6,MGI:1935197,MGI:1935197,ENSMUSG00000103088,ENSMUSG00000103088,PCDHGB6 (PCDH-GAMMA-B6),PCDHGB6 (PCDH-GAMMA-B6),cell membrane,cell membrane
CDB25:0004074,Pcdhgb7 Pcdhgb7,Pcdhgb7,Pcdhgb7,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgb7%20Pcdhgb7-based-on-Pubmed-ID-25171406-in-mouse,Pcdhgb7,Pcdhgb7,MGI:1935199,MGI:1935199,ENSMUSG00000104063,ENSMUSG00000104063,"PCDHGB7 (ME6, PCDH-GAMMA-B7)","PCDHGB7 (ME6, PCDH-GAMMA-B7)",cell membrane,cell membrane
CDB25:0004075,Pcdhgc3 Pcdhgc3,Pcdhgc3,Pcdhgc3,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgc3%20Pcdhgc3-based-on-Pubmed-ID-20679223,%2025171406-in-mouse","Pcdhgc3 (PC43, Pcdh2)","Pcdhgc3 (PC43, Pcdh2)",MGI:1935201,MGI:1935201,ENSMUSG00000102918,ENSMUSG00000102918,"PCDHGC3 (PCDH2, PC-43, PC43, PCDH-GAMMA-C3)","PCDHGC3 (PCDH2, PC-43, PC43, PCDH-GAMMA-C3)",cell membrane,cell membrane
CDB25:0004076,Pcdhgc5 Pcdhgc5,Pcdhgc5,Pcdhgc5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcdhgc5%20Pcdhgc5-based-on-Pubmed-ID-25171406-in-mouse,Pcdhgc5,Pcdhgc5,MGI:1935205,MGI:1935205,ENSMUSG00000102543,ENSMUSG00000102543,PCDHGC5 (PCDH-GAMMA-C5),PCDHGC5 (PCDH-GAMMA-C5),cell membrane,cell membrane
CDB25:0004077,Pcsk1n Gpr171,Pcsk1n,Gpr171,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcsk1n%20Gpr171-based-on-Pubmed-ID-24043826-in-mouse,"Pcsk1n (basic protein IA-4, proSAAS, Pan3)","Gpr171 (F730001G15Rik, H963)",MGI:1353431,MGI:2442043,ENSMUSG00000039278,ENSMUSG00000050075,"PCSK1N (SAAS, SgVIII, SCG8, proSAAS, PEN, BigLEN)",GPR171 (H963),secreted,cell membrane
CDB25:0004078,Pcsk1n Gpr83,Pcsk1n,Gpr83,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pcsk1n%20Gpr83-based-on-Pubmed-ID-35605991-in-mouse,"Pcsk1n (basic protein IA-4, proSAAS, Pan3)","Gpr83 (RP105, RP82, RP39, glucocorticoid-induced receptor, GIR, Gpr72, Gir)",MGI:1353431,MGI:95712,ENSMUSG00000039278,ENSMUSG00000031932,"PCSK1N (SAAS, SgVIII, SCG8, proSAAS, PEN, BigLEN)",GPR83 (GPR72),secreted,cell membrane
CDB25:0004079,Pdcd1 Cd274,Pdcd1,Cd274,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdcd1%20Cd274-based-on-Pubmed-ID-37389416-in-mouse,"Pdcd1 (PD-1, Pdc1)","Cd274 (B7-H1, PD-L1, Pdcd1lg1)",MGI:104879,MGI:1926446,ENSMUSG00000026285,ENSMUSG00000016496,"PDCD1 (SLEB2, CD279, PD1, hSLE1, PD-1)","CD274 (PDCD1LG1, B7-H, B7H1, PD-L1, PDL1, B7-H1)",cell membrane,cell membrane
CDB25:0004080,Pdcd1 Pdcd1lg2,Pdcd1,Pdcd1lg2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdcd1%20Pdcd1lg2-based-on-Pubmed-ID-12893276-in-mouse,"Pdcd1 (PD-1, Pdc1)","Pdcd1lg2 (B7-DC, PD-L2, Btdc, F730015O22Rik)",MGI:104879,MGI:1930125,ENSMUSG00000026285,ENSMUSG00000016498,"PDCD1 (SLEB2, CD279, PD1, hSLE1, PD-1)","PDCD1LG2 (PD-L2, Btdc, PDL2, bA574F11.2, CD273, B7-DC, B7DC)",cell membrane,cell membrane
CDB25:0004081,Pdpn Cd177,Pdpn,Cd177,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdpn%20Cd177-based-on-Pubmed-ID-34879110-in-mouse,"Pdpn (PA2.26, OTS-8, T1alpha, T1a, Gp38, RANDAM-2)","Cd177 (Pdp3, 1190003K14Rik)",MGI:103098,MGI:1916141,ENSMUSG00000028583,ENSMUSG00000052212,"PDPN (T1A-2, Gp38, aggrus, GP40, PA2.26, D2-40)","CD177 (PRV1, HNA2A, NB1)",cell membrane,cell membrane
CDB25:0004082,Pdyn Ackr3,Pdyn,Ackr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdyn%20Ackr3-based-on-Pubmed-ID-32561830-in-mouse,Pdyn (Dyn),"Ackr3 (Rdc1, Cmkor1, Cxcr7)",MGI:97535,MGI:109562,ENSMUSG00000027400,ENSMUSG00000044337,"PDYN (SCA23, PENKB, ADCA)","ACKR3 (CMKOR1, CXCR7, RDC1, GPR159)",secreted,cell membrane
CDB25:0004083,Pecam1 Cd177,Pecam1,Cd177,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pecam1%20Cd177-based-on-Pubmed-ID-17580308-in-mouse,"Pecam1 (PECAM-1, Cd31)","Cd177 (Pdp3, 1190003K14Rik)",MGI:97537,MGI:1916141,ENSMUSG00000020717,ENSMUSG00000052212,PECAM1 (CD31),"CD177 (PRV1, HNA2A, NB1)",cell membrane,cell membrane
CDB25:0004084,Pecam1 Itgav,Pecam1,Itgav,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pecam1%20Itgav-based-on-Pubmed-ID-7542249-in-mouse,"Pecam1 (PECAM-1, Cd31)","Itgav (vitronectin receptor alpha polypeptide  (VNRA), CD51, alphav-integrin, 1110004F14Rik, 2610028E01Rik, D430040G12Rik)",MGI:97537,MGI:96608,ENSMUSG00000020717,ENSMUSG00000027087,PECAM1 (CD31),"ITGAV (VNRA, MSK8, VTNR, CD51)",cell membrane,cell membrane
CDB25:0004085,Pecam1 Itgb3,Pecam1,Itgb3,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pecam1%20Itgb3-based-on-Pubmed-ID-7542249-in-mouse,"Pecam1 (PECAM-1, Cd31)","Itgb3 (platelet glycoprotein IIIa  (GP3A), CD61)",MGI:97537,MGI:96612,ENSMUSG00000020717,ENSMUSG00000020689,PECAM1 (CD31),"ITGB3 (GP3A, CD61, GPIIIa)",cell membrane,cell membrane
CDB25:0004086,Pecam1 Pecam1,Pecam1,Pecam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pecam1%20Pecam1-based-on-Pubmed-ID-8702505-in-mouse,"Pecam1 (PECAM-1, Cd31)","Pecam1 (PECAM-1, Cd31)",MGI:97537,MGI:97537,ENSMUSG00000020717,ENSMUSG00000020717,PECAM1 (CD31),PECAM1 (CD31),cell membrane,cell membrane
CDB25:0004087,Pf4 Ccr1,Pf4,Ccr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pf4%20Ccr1-based-on-Pubmed-ID-29930254-in-mouse,"Pf4 (Scyb4, Pf4, Cxcl4)",Ccr1 (Cmkbr1),MGI:1888711,MGI:104618,ENSMUSG00000029373,ENSMUSG00000025804,"PF4 (SCYB4, CXCL4)","CCR1 (SCYAR1, CMKBR1, CKR-1, MIP1aR, CD191)",secreted,cell membrane
CDB25:0004089,Pf4 Lrp1,Pf4,Lrp1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pf4%20Lrp1-based-on-Pubmed-ID-19605848-in-mouse,"Pf4 (Scyb4, Pf4, Cxcl4)","Lrp1 (CD91, A2mr, b2b1554Clo)",MGI:1888711,MGI:96828,ENSMUSG00000029373,ENSMUSG00000040249,"PF4 (SCYB4, CXCL4)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",secreted,cell membrane
CDB25:0004090,Pglyrp1 Ccr5,Pglyrp1,Ccr5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pglyrp1%20Ccr5-based-on-Pubmed-ID-30713770-in-mouse,"Pglyrp1 (Tag7, peptidoglycan recognition protein, Tnfsf3l, Tasg7, PGRP-S)","Ccr5 (CD195, Cmkbr5)",MGI:1345092,MGI:107182,ENSMUSG00000030413,ENSMUSG00000079227,"PGLYRP1 (TNFSF3L, PGLYRP, TAG7, PGRP, PGRP-S, PGRPS)","CCR5 (CMKBR5, CKR-5, CC-CKR-5, CKR5, CD195, IDDM22)",secreted,cell membrane
CDB25:0004091,Pglyrp1 Cxcr3,Pglyrp1,Cxcr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pglyrp1%20Cxcr3-based-on-Pubmed-ID-30713770-in-mouse,"Pglyrp1 (Tag7, peptidoglycan recognition protein, Tnfsf3l, Tasg7, PGRP-S)","Cxcr3 (Cxcr3, Cmkar3, Cd183)",MGI:1345092,MGI:1277207,ENSMUSG00000030413,ENSMUSG00000050232,"PGLYRP1 (TNFSF3L, PGLYRP, TAG7, PGRP, PGRP-S, PGRPS)","CXCR3 (GPR9, CKR-L2, CMKAR3, IP10-R, MigR, CD183)",secreted,cell membrane
CDB25:0004092,Pglyrp1 Tnfrsf1a,Pglyrp1,Tnfrsf1a,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pglyrp1%20Tnfrsf1a-based-on-Pubmed-ID-34163464-in-mouse,"Pglyrp1 (Tag7, peptidoglycan recognition protein, Tnfsf3l, Tasg7, PGRP-S)","Tnfrsf1a (TNF receptor alpha chain, CD120a, TNF-R1, p55, TNF-R55, TNFRp55, Tnfr1, TNF-R-I, TNFR60, TNFAR, p55-R, TNFRI, TNF-alpha-R1, TNF-alphaR1, TNFalpha-R1)",MGI:1345092,MGI:1314884,ENSMUSG00000030413,ENSMUSG00000030341,"PGLYRP1 (TNFSF3L, PGLYRP, TAG7, PGRP, PGRP-S, PGRPS)","TNFRSF1A (TNFR1, TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55)",secreted,cell membrane
CDB25:0004093,Pianp Pilra,Pianp,Pilra,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pianp%20Pilra-based-on-Pubmed-ID-21241660-in-mouse,Pianp (C530028O21Rik),Pilra (FDF03),MGI:2441908,MGI:2450529,ENSMUSG00000030329,ENSMUSG00000046245,"PIANP (C12orf53, DKFZp547D2210, PANP)",PILRA (FDF03),cell membrane,cell membrane
CDB25:0004095,Pip Aqp5,Pip,Aqp5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pip%20Aqp5-based-on-Pubmed-ID-18696337-in-mouse,"Pip (GCDFP-15, gross cystic disease fluid protein 15, mSMGP)",Aqp5,MGI:102696,MGI:106215,ENSMUSG00000058499,ENSMUSG00000044217,"PIP (GCDFP-15, GCDFP15, GPIP4, SABP, BRST-2)",AQP5,secreted,cell membrane
CDB25:0004096,Pla2g1b Pla2r1,Pla2g1b,Pla2r1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pla2g1b%20Pla2r1-based-on-Pubmed-ID-10922494-in-mouse,"Pla2g1b (Pla2a, sPLA2IB)","Pla2r1 (PLA2-I receptor, M-type receptor, Pla2g1br)",MGI:101842,MGI:102468,ENSMUSG00000029522,ENSMUSG00000054580,"PLA2G1B (PLA2, PPLA2, PLA2A)","PLA2R1 (PLA2G1R, PLA2IR, PLA2-R, CLEC13C)",secreted,cell membrane
CDB25:0004097,Pla2g2a Egfr,Pla2g2a,Egfr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pla2g2a%20Egfr-based-on-Pubmed-ID-28440478-in-mouse,"Pla2g2a (EF, Enhancing factor, modifier of Min1)","Egfr (avian erythroblastic leukemia viral (v-erb-b) oncogene homolog, Erbb, Wa5, 9030024J15Rik, Errb1)",MGI:104642,MGI:95294,ENSMUSG00000058908,ENSMUSG00000020122,"PLA2G2A (PLA2B, PLA2L)","EGFR (ERBB, ERBB1, ERRP)","secreted, cell membrane",cell membrane
CDB25:0004098,Pla2g2a Erbb2,Pla2g2a,Erbb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pla2g2a%20Erbb2-based-on-Pubmed-ID-28440478-in-mouse,"Pla2g2a (EF, Enhancing factor, modifier of Min1)","Erbb2 (Neu, Neu oncogene, c-erbB2, HER-2, ErbB-2, HER2, c-neu, l11Jus8)",MGI:104642,MGI:95410,ENSMUSG00000058908,ENSMUSG00000062312,"PLA2G2A (PLA2B, PLA2L)","ERBB2 (NGL, NEU, HER-2, CD340, HER2, c-ERB2, c-ERB-2, MLN-19, p185(erbB2))","secreted, cell membrane",cell membrane
CDB25:0004099,Pla2g2a Erbb3,Pla2g2a,Erbb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pla2g2a%20Erbb3-based-on-Pubmed-ID-28440478-in-mouse,"Pla2g2a (EF, Enhancing factor, modifier of Min1)","Erbb3 (Erbb-3, Erbb3r, HER3)",MGI:104642,MGI:95411,ENSMUSG00000058908,ENSMUSG00000018166,"PLA2G2A (PLA2B, PLA2L)","ERBB3 (LCCS2, HER3)","secreted, cell membrane",cell membrane
CDB25:0004100,Plat Anxa2,Plat,Anxa2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plat%20Anxa2-based-on-Pubmed-ID-22677557-in-mouse,"Plat (t-PA, tPA, D8Ertd2e)","Anxa2 (lipocortin II, 36-kDa calelectrin, Cal1h, annexin II)",MGI:97610,MGI:88246,ENSMUSG00000031538,ENSMUSG00000032231,PLAT,"ANXA2 (ANX2, ANX2L4, CAL1H, LPC2D, LIP2)",secreted,cell membrane
CDB25:0004101,Plaur Fpr2,Plaur,Fpr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Fpr2-based-on-Pubmed-ID-15494526-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Fpr2 (E330010I07Rik, Fpr-rs2)",MGI:97612,MGI:1278319,ENSMUSG00000046223,ENSMUSG00000052270,"PLAUR (URKR, UPAR, CD87)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB25:0004102,Plaur Igf2r,Plaur,Igf2r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Igf2r-based-on-Pubmed-ID-9566979-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Igf2r (Mpr300, CI-MPR, IGF-II/CI-MPR, M6P/IGF2R, CD222, mannose-6-phosphate receptor, cation independent)",MGI:97612,MGI:96435,ENSMUSG00000046223,ENSMUSG00000023830,"PLAUR (URKR, UPAR, CD87)","IGF2R (CD222, MPRI, MPR1, CIMPR, M6P-R, CI-M6PR, CI-MPR, MPR300)","secreted, cell membrane",cell membrane
CDB25:0004103,Plaur Itga4,Plaur,Itga4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Itga4-based-on-Pubmed-ID-11053440-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Itga4 (VLA-4 receptor, alpha 4 subunit)",MGI:97612,MGI:96603,ENSMUSG00000046223,ENSMUSG00000027009,"PLAUR (URKR, UPAR, CD87)","ITGA4 (CD49D, CD49d)","secreted, cell membrane",cell membrane
CDB25:0004104,Plaur Itga6,Plaur,Itga6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Itga6-based-on-Pubmed-ID-11053440-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Itga6 (Cd49f, 5033401O05Rik)",MGI:97612,MGI:96605,ENSMUSG00000046223,ENSMUSG00000027111,"PLAUR (URKR, UPAR, CD87)","ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)","secreted, cell membrane",cell membrane
CDB25:0004105,Plaur Itga9,Plaur,Itga9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Itga9-based-on-Pubmed-ID-11053440-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Itga9 (2610002H11Rik, D9Ertd428e, 6720458D17Rik)",MGI:97612,MGI:104756,ENSMUSG00000046223,ENSMUSG00000039115,"PLAUR (URKR, UPAR, CD87)","ITGA9 (RLC, ITGA4L, ALPHA-RLC)","secreted, cell membrane",cell membrane
CDB25:0004106,Plaur Itgav,Plaur,Itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Itgav-based-on-Pubmed-ID-11053440-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Itgav (vitronectin receptor alpha polypeptide  (VNRA), CD51, alphav-integrin, 1110004F14Rik, 2610028E01Rik, D430040G12Rik)",MGI:97612,MGI:96608,ENSMUSG00000046223,ENSMUSG00000027087,"PLAUR (URKR, UPAR, CD87)","ITGAV (VNRA, MSK8, VTNR, CD51)","secreted, cell membrane",cell membrane
CDB25:0004107,Plaur Itgb1,Plaur,Itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Itgb1-based-on-Pubmed-ID-11053440-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Itgb1 (CD29, beta1 integrin, 4633401G24Rik, Fnrb, Gm9863)",MGI:97612,MGI:96610,ENSMUSG00000046223,ENSMUSG00000025809,"PLAUR (URKR, UPAR, CD87)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)","secreted, cell membrane",cell membrane
CDB25:0004108,Plaur Itgb3,Plaur,Itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Itgb3-based-on-Pubmed-ID-11053440-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Itgb3 (platelet glycoprotein IIIa  (GP3A), CD61)",MGI:97612,MGI:96612,ENSMUSG00000046223,ENSMUSG00000020689,"PLAUR (URKR, UPAR, CD87)","ITGB3 (GP3A, CD61, GPIIIa)","secreted, cell membrane",cell membrane
CDB25:0004109,Plaur Lrp1,Plaur,Lrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plaur%20Lrp1-based-on-Pubmed-ID-10896774-in-mouse,"Plaur (uPAR, urokinase-type plasminogen activator receptor, u-PAR, Cd87)","Lrp1 (CD91, A2mr, b2b1554Clo)",MGI:97612,MGI:96828,ENSMUSG00000046223,ENSMUSG00000040249,"PLAUR (URKR, UPAR, CD87)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)","secreted, cell membrane",cell membrane
CDB25:0004110,Plg Anxa2,Plg,Anxa2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Plg%20Anxa2-based-on-Pubmed-ID-12724354-in-mouse,Plg (Pg),"Anxa2 (lipocortin II, 36-kDa calelectrin, Cal1h, annexin II)",MGI:97620,MGI:88246,ENSMUSG00000059481,ENSMUSG00000032231,PLG,"ANXA2 (ANX2, ANX2L4, CAL1H, LPC2D, LIP2)",secreted,cell membrane
