Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand HGNC ID,Receptor HGNC ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0003402,COL4A4 ADGRG6,COL4A4,ADGRG6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A4%20ADGRG6-based-on-Pubmed-ID-25118328,COL4A4 (CA44),"ADGRG6 (GPR126, FLJ14937)",HGNC:2206,HGNC:13841,ENSG00000081052,ENSG00000112414,COL4A4 (CA44),"ADGRG6 (GPR126, FLJ14937)",secreted,cell membrane
CDB25:0003403,COL4A4 DDR1,COL4A4,DDR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A4%20DDR1-based-on-Pubmed-ID-9659900,COL4A4 (CA44),"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",HGNC:2206,HGNC:2730,ENSG00000081052,ENSG00000204580,COL4A4 (CA44),"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",secreted,cell membrane
CDB25:0003404,COL4A4 DDR2,COL4A4,DDR2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A4%20DDR2-based-on-Pubmed-ID-9659900,COL4A4 (CA44),"DDR2 (TYRO10, NTRKR3, TKT)",HGNC:2206,HGNC:2731,ENSG00000081052,ENSG00000162733,COL4A4 (CA44),"DDR2 (TYRO10, NTRKR3, TKT)",secreted,cell membrane
CDB25:0003405,COL4A5 ADGRG6,COL4A5,ADGRG6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A5%20ADGRG6-based-on-Pubmed-ID-25118328,"COL4A5 (ASLN, ATS)","ADGRG6 (GPR126, FLJ14937)",HGNC:2207,HGNC:13841,ENSG00000188153,ENSG00000112414,"COL4A5 (ASLN, ATS)","ADGRG6 (GPR126, FLJ14937)","secreted, cell membrane",cell membrane
CDB25:0003406,COL4A5 DDR1,COL4A5,DDR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A5%20DDR1-based-on-Pubmed-ID-9659900,"COL4A5 (ASLN, ATS)","DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",HGNC:2207,HGNC:2730,ENSG00000188153,ENSG00000204580,"COL4A5 (ASLN, ATS)","DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)","secreted, cell membrane",cell membrane
CDB25:0003407,COL4A5 DDR2,COL4A5,DDR2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A5%20DDR2-based-on-Pubmed-ID-9659900,"COL4A5 (ASLN, ATS)","DDR2 (TYRO10, NTRKR3, TKT)",HGNC:2207,HGNC:2731,ENSG00000188153,ENSG00000162733,"COL4A5 (ASLN, ATS)","DDR2 (TYRO10, NTRKR3, TKT)","secreted, cell membrane",cell membrane
CDB25:0003408,COL4A6 ADGRG6,COL4A6,ADGRG6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A6%20ADGRG6-based-on-Pubmed-ID-25118328,COL4A6,"ADGRG6 (GPR126, FLJ14937)",HGNC:2208,HGNC:13841,ENSG00000197565,ENSG00000112414,COL4A6,"ADGRG6 (GPR126, FLJ14937)",secreted,cell membrane
CDB25:0003409,COL4A6 DDR1,COL4A6,DDR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A6%20DDR1-based-on-Pubmed-ID-9659900,COL4A6,"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",HGNC:2208,HGNC:2730,ENSG00000197565,ENSG00000204580,COL4A6,"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",secreted,cell membrane
CDB25:0003410,COL4A6 DDR2,COL4A6,DDR2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL4A6%20DDR2-based-on-Pubmed-ID-9659900,COL4A6,"DDR2 (TYRO10, NTRKR3, TKT)",HGNC:2208,HGNC:2731,ENSG00000197565,ENSG00000162733,COL4A6,"DDR2 (TYRO10, NTRKR3, TKT)",secreted,cell membrane
CDB25:0003411,COL5A1 DDR1,COL5A1,DDR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL5A1%20DDR1-based-on-Pubmed-ID-9659900,COL5A1,"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",HGNC:2209,HGNC:2730,ENSG00000130635,ENSG00000204580,COL5A1,"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",secreted,cell membrane
CDB25:0003412,COL5A1 DDR2,COL5A1,DDR2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL5A1%20DDR2-based-on-Pubmed-ID-9659900,COL5A1,"DDR2 (TYRO10, NTRKR3, TKT)",HGNC:2209,HGNC:2731,ENSG00000130635,ENSG00000162733,COL5A1,"DDR2 (TYRO10, NTRKR3, TKT)",secreted,cell membrane
CDB25:0003413,COL5A1 ITGA2,COL5A1,ITGA2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL5A1%20ITGA2-based-on-Pubmed-ID-14970208,COL5A1,"ITGA2 (CD49B, GPIa, VLAA2, HPA-5)",HGNC:2209,HGNC:6137,ENSG00000130635,ENSG00000164171,COL5A1,"ITGA2 (CD49B, GPIa, VLAA2, HPA-5)",secreted,cell membrane
CDB25:0003414,COL5A2 DDR2,COL5A2,DDR2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL5A2%20DDR2-based-on-Pubmed-ID-9659900,COL5A2,"DDR2 (TYRO10, NTRKR3, TKT)",HGNC:2210,HGNC:2731,ENSG00000204262,ENSG00000162733,COL5A2,"DDR2 (TYRO10, NTRKR3, TKT)",secreted,cell membrane
CDB25:0003415,COL5A3 DDR1,COL5A3,DDR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL5A3%20DDR1-based-on-Pubmed-ID-9659900,COL5A3,"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)",HGNC:14864,HGNC:2730,ENSG00000080573,ENSG00000204580,COL5A3,"DDR1 (NTRK4, PTK3A, NEP, CAK, EDDR1, RTK6, CD167)","secreted, cell membrane",cell membrane
CDB25:0003416,COL5A3 DDR2,COL5A3,DDR2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL5A3%20DDR2-based-on-Pubmed-ID-9659900,COL5A3,"DDR2 (TYRO10, NTRKR3, TKT)",HGNC:14864,HGNC:2731,ENSG00000080573,ENSG00000162733,COL5A3,"DDR2 (TYRO10, NTRKR3, TKT)","secreted, cell membrane",cell membrane
CDB25:0003417,COL8A1 ITGB1,COL8A1,ITGB1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL8A1%20ITGB1-based-on-Pubmed-ID-39732719,"COL8A1 (C3orf7, MGC9568)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",HGNC:2215,HGNC:6153,ENSG00000144810,ENSG00000150093,"COL8A1 (C3orf7, MGC9568)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB25:0003418,COL8A1 SLC4A11,COL8A1,SLC4A11,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL8A1%20SLC4A11-based-on-Pubmed-ID-31691803,"COL8A1 (C3orf7, MGC9568)","SLC4A11 (CHED2, CDPD1, dJ794I6.2, BTR1, NaBC1, FECD4)",HGNC:2215,HGNC:16438,ENSG00000144810,ENSG00000088836,"COL8A1 (C3orf7, MGC9568)","SLC4A11 (CHED2, CDPD1, dJ794I6.2, BTR1, NaBC1, FECD4)",secreted,cell membrane
CDB25:0003419,COL8A2 ITGB1,COL8A2,ITGB1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL8A2%20ITGB1-based-on-Pubmed-ID-39732719,"COL8A2 (FECD, PPCD, FECD1, PPCD2)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",HGNC:2216,HGNC:6153,ENSG00000171812,ENSG00000150093,"COL8A2 (FECD, PPCD, FECD1, PPCD2)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB25:0003420,COL8A2 SLC4A11,COL8A2,SLC4A11,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COL8A2%20SLC4A11-based-on-Pubmed-ID-31691803,"COL8A2 (FECD, PPCD, FECD1, PPCD2)","SLC4A11 (CHED2, CDPD1, dJ794I6.2, BTR1, NaBC1, FECD4)",HGNC:2216,HGNC:16438,ENSG00000171812,ENSG00000088836,"COL8A2 (FECD, PPCD, FECD1, PPCD2)","SLC4A11 (CHED2, CDPD1, dJ794I6.2, BTR1, NaBC1, FECD4)",secreted,cell membrane
CDB25:0003421,COLEC12 LAIR1,COLEC12,LAIR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COLEC12%20LAIR1-based-on-Pubmed-ID-34260887,"COLEC12 (SRCL, CL-P1, SCARA4)","LAIR1 (CD305, LAIR-1)",HGNC:16016,HGNC:6477,ENSG00000158270,ENSG00000167613,"COLEC12 (SRCL, CL-P1, SCARA4)","LAIR1 (CD305, LAIR-1)",cell membrane,cell membrane
CDB25:0003422,COLEC12 PILRA,COLEC12,PILRA,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COLEC12%20PILRA-based-on-Pubmed-ID-22396535,"COLEC12 (SRCL, CL-P1, SCARA4)",PILRA (FDF03),HGNC:16016,HGNC:20396,ENSG00000158270,ENSG00000085514,"COLEC12 (SRCL, CL-P1, SCARA4)",PILRA (FDF03),cell membrane,cell membrane
CDB25:0003423,COLQ LRP4,COLQ,LRP4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COLQ%20LRP4-based-on-Pubmed-ID-37356721,COLQ (EAD),"LRP4 (MEGF7, CLSS, LRP-4, SOST2)",HGNC:2226,HGNC:6696,ENSG00000206561,ENSG00000134569,COLQ (EAD),"LRP4 (MEGF7, CLSS, LRP-4, SOST2)","secreted, cell membrane",cell membrane
CDB25:0003424,COMP CD36,COMP,CD36,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COMP%20CD36-based-on-Pubmed-ID-30231922,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)","CD36 (SCARB3, GPIV, FAT, GP4, GP3B, GPIIIB)",HGNC:2227,HGNC:1663,ENSG00000105664,ENSG00000135218,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)","CD36 (SCARB3, GPIV, FAT, GP4, GP3B, GPIIIB)",secreted,cell membrane
CDB25:0003425,COMP ITGA7,COMP,ITGA7,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COMP%20ITGA7-based-on-Pubmed-ID-20019333,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)",ITGA7,HGNC:2227,HGNC:6143,ENSG00000105664,ENSG00000135424,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)",ITGA7,secreted,cell membrane
CDB25:0003426,COMP ITGAV,COMP,ITGAV,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COMP%20ITGAV-based-on-Pubmed-ID-20033473,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)","ITGAV (VNRA, MSK8, VTNR, CD51)",HGNC:2227,HGNC:6150,ENSG00000105664,ENSG00000138448,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)","ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB25:0003427,COMP NOTCH1,COMP,NOTCH1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-COMP%20NOTCH1-based-on-Pubmed-ID-29981303,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)",NOTCH1 (TAN1),HGNC:2227,HGNC:7881,ENSG00000105664,ENSG00000148400,"COMP (PSACH, EDM1, EPD1, MED, THBS5, TSP5, TSP-5)",NOTCH1 (TAN1),secreted,cell membrane
CDB25:0003428,CR2 FCER2,CR2,FCER2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CR2%20FCER2-based-on-Pubmed-ID-1386409,"CR2 (CD21, C3DR)","FCER2 (CD23A, FCE2, CLEC4J, CD23, FCErII, FcepsilonRII)",HGNC:2336,HGNC:3612,ENSG00000117322,ENSG00000104921,"CR2 (CD21, C3DR)","FCER2 (CD23A, FCE2, CLEC4J, CD23, FCErII, FcepsilonRII)",cell membrane,cell membrane
CDB25:0003429,CRIPTO CDON,CRIPTO,CDON,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRIPTO%20CDON-based-on-Pubmed-ID-32876567,"CRIPTO (TDGF1, CR, Cripto-1, CR-1)","CDON (ORCAM, CDO, CDON1, Ihog)",HGNC:11701,HGNC:17104,ENSG00000241186,ENSG00000064309,"CRIPTO (TDGF1, CR, Cripto-1, CR-1)","CDON (ORCAM, CDO, CDON1, Ihog)","secreted, cell membrane",cell membrane
CDB25:0003430,CRIPTO LRP2,CRIPTO,LRP2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRIPTO%20LRP2-based-on-Pubmed-ID-32876567,"CRIPTO (TDGF1, CR, Cripto-1, CR-1)","LRP2 (gp330, DBS)",HGNC:11701,HGNC:6694,ENSG00000241186,ENSG00000081479,"CRIPTO (TDGF1, CR, Cripto-1, CR-1)","LRP2 (gp330, DBS)","secreted, cell membrane",cell membrane
CDB25:0003431,CRIPTO TGFBR1,CRIPTO,TGFBR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRIPTO%20TGFBR1-based-on-Pubmed-ID-28126904,"CRIPTO (TDGF1, CR, Cripto-1, CR-1)","TGFBR1 (MSSE, ESS1, ALK-5, ACVRLK4, ALK5, TBRI, TBR-i)",HGNC:11701,HGNC:11772,ENSG00000241186,ENSG00000106799,"CRIPTO (TDGF1, CR, Cripto-1, CR-1)","TGFBR1 (MSSE, ESS1, ALK-5, ACVRLK4, ALK5, TBRI, TBR-i)","secreted, cell membrane",cell membrane
CDB25:0003432,CRLF1 IL6ST,CRLF1,IL6ST,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRLF1%20IL6ST-based-on-Pubmed-ID-10966616,%2011285233,%2011294841","CRLF1 (CLF-1, CLF, CISS, CISS1)","IL6ST (GP130, CD130, sGP130, IL-6RB)",HGNC:2364,HGNC:6021,ENSG00000006016,ENSG00000134352,"CRLF1 (CLF-1, CLF, CISS, CISS1)","IL6ST (GP130, CD130, sGP130, IL-6RB)",secreted,cell membrane
CDB25:0003433,CRP CR1,CRP,CR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRP%20CR1-based-on-Pubmed-ID-8906746,CRP (PTX1),"CR1 (CD35, KN)",HGNC:2367,HGNC:2334,ENSG00000132693,ENSG00000203710,CRP (PTX1),"CR1 (CD35, KN)",secreted,cell membrane
CDB25:0003434,CRP FCAR,CRP,FCAR,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRP%20FCAR-based-on-Pubmed-ID-33790888,CRP (PTX1),"FCAR (CD89, FcalphaRI, FcalphaR)",HGNC:2367,HGNC:3608,ENSG00000132693,ENSG00000186431,CRP (PTX1),"FCAR (CD89, FcalphaRI, FcalphaR)",secreted,cell membrane
CDB25:0003435,CRP FCGR1A,CRP,FCGR1A,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRP%20FCGR1A-based-on-Pubmed-ID-18412163,%2033790888",CRP (PTX1),"FCGR1A (CD64, CD64A, FcgammaRI, FcgammaRIa, FCG1, FCGR1)",HGNC:2367,HGNC:3613,ENSG00000132693,ENSG00000150337,CRP (PTX1),"FCGR1A (CD64, CD64A, FcgammaRI, FcgammaRIa, FCG1, FCGR1)",secreted,cell membrane
CDB25:0003436,CRP FCGR2A,CRP,FCGR2A,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRP%20FCGR2A-based-on-Pubmed-ID-27207525,%2033790888",CRP (PTX1),"FCGR2A (FCG2, FCGR2A1, FCGR2, CD32, CD32A, IGFR2, CDw32, Fc-gamma-RIIa, FcgammaRIIa)",HGNC:2367,HGNC:3616,ENSG00000132693,ENSG00000143226,CRP (PTX1),"FCGR2A (FCG2, FCGR2A1, FCGR2, CD32, CD32A, IGFR2, CDw32, Fc-gamma-RIIa, FcgammaRIIa)",secreted,cell membrane
CDB25:0003437,CRP FCGR2B,CRP,FCGR2B,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRP%20FCGR2B-based-on-Pubmed-ID-33790888,CRP (PTX1),"FCGR2B (FCG2, FCGR2, CD32, CD32B, FcgammaRIIb, FcGRIIB)",HGNC:2367,HGNC:3618,ENSG00000132693,ENSG00000072694,CRP (PTX1),"FCGR2B (FCG2, FCGR2, CD32, CD32B, FcgammaRIIb, FcGRIIB)",secreted,cell membrane
CDB25:0003438,CRP FCGR3A,CRP,FCGR3A,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRP%20FCGR3A-based-on-Pubmed-ID-33790888,CRP (PTX1),"FCGR3A (FCGR3, FCG3, CD16, CD16a, FcgammaRIIIa, FcGRIIIA)",HGNC:2367,HGNC:3619,ENSG00000132693,ENSG00000203747,CRP (PTX1),"FCGR3A (FCGR3, FCG3, CD16, CD16a, FcgammaRIIIa, FcGRIIIA)",secreted,cell membrane
CDB25:0003439,CRP FCGR3B,CRP,FCGR3B,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CRP%20FCGR3B-based-on-Pubmed-ID-33790888,CRP (PTX1),"FCGR3B (FCGR3, FCG3, CD16, CD16b, FcgammaRIIIb, FcRIIIb)",HGNC:2367,HGNC:3620,ENSG00000132693,ENSG00000162747,CRP (PTX1),"FCGR3B (FCGR3, FCG3, CD16, CD16b, FcgammaRIIIb, FcRIIIb)",secreted,cell membrane
CDB25:0003440,CSPG4 ITGA3,CSPG4,ITGA3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CSPG4%20ITGA3-based-on-Pubmed-ID-15181153,"CSPG4 (MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A)","ITGA3 (MSK18, CD49c, VLA3a, VCA-2, GAP-B3)",HGNC:2466,HGNC:6139,ENSG00000173546,ENSG00000005884,"CSPG4 (MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A)","ITGA3 (MSK18, CD49c, VLA3a, VCA-2, GAP-B3)","secreted, cell membrane",cell membrane
CDB25:0003441,CSPG4 ITGB1,CSPG4,ITGB1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CSPG4%20ITGB1-based-on-Pubmed-ID-15181153,"CSPG4 (MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",HGNC:2466,HGNC:6153,ENSG00000173546,ENSG00000150093,"CSPG4 (MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)","secreted, cell membrane",cell membrane
CDB25:0003442,CSPG4 LGALS3,CSPG4,LGALS3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CSPG4%20LGALS3-based-on-Pubmed-ID-15181153,"CSPG4 (MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A)","LGALS3 (LGALS2, MAC-2, GALIG)",HGNC:2466,HGNC:6563,ENSG00000173546,ENSG00000131981,"CSPG4 (MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A)","LGALS3 (LGALS2, MAC-2, GALIG)","secreted, cell membrane",cell membrane (Hela cell)
CDB25:0003443,CST3 LRP2,CST3,LRP2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CST3%20LRP2-based-on-Pubmed-ID-17462596,CST3,"LRP2 (gp330, DBS)",HGNC:2475,HGNC:6694,ENSG00000101439,ENSG00000081479,CST3,"LRP2 (gp330, DBS)",secreted,cell membrane
CDB25:0003444,CTLA4 CD80,CTLA4,CD80,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CTLA4%20CD80-based-on-Pubmed-ID-17953528,"CTLA4 (CELIAC3, IDDM12, CD152, CD, GSE, CTLA-4)","CD80 (CD28LG, CD28LG1, B7.1, B7-1)",HGNC:2505,HGNC:1700,ENSG00000163599,ENSG00000121594,"CTLA4 (CELIAC3, IDDM12, CD152, CD, GSE, CTLA-4)","CD80 (CD28LG, CD28LG1, B7.1, B7-1)","secreted, cell membrane",cell membrane
CDB25:0003445,CTLA4 CD86,CTLA4,CD86,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CTLA4%20CD86-based-on-Pubmed-ID-35999394,"CTLA4 (CELIAC3, IDDM12, CD152, CD, GSE, CTLA-4)","CD86 (CD28LG2, B7.2, B7-2)",HGNC:2505,HGNC:1705,ENSG00000163599,ENSG00000114013,"CTLA4 (CELIAC3, IDDM12, CD152, CD, GSE, CTLA-4)","CD86 (CD28LG2, B7.2, B7-2)","secreted, cell membrane",cell membrane
CDB25:0003446,CTSG FPR1,CTSG,FPR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CTSG%20FPR1-based-on-Pubmed-ID-15210802,CTSG (CG),"FPR1 (FPR, FMLP)",HGNC:2532,HGNC:3826,ENSG00000100448,ENSG00000171051,CTSG (CG),"FPR1 (FPR, FMLP)","secreted, cell membrane",cell membrane
CDB25:0003447,CX3CL1 ITGA4,CX3CL1,ITGA4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CX3CL1%20ITGA4-based-on-Pubmed-ID-23125415,"CX3CL1 (SCYD1, NTN, C3Xkine, ABCD-3, CXC3C, CXC3)","ITGA4 (CD49D, CD49d)",HGNC:10647,HGNC:6140,ENSG00000006210,ENSG00000115232,"CX3CL1 (SCYD1, NTN, C3Xkine, ABCD-3, CXC3C, CXC3)","ITGA4 (CD49D, CD49d)","secreted, cell membrane",cell membrane
CDB25:0003448,CX3CL1 ITGB1,CX3CL1,ITGB1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CX3CL1%20ITGB1-based-on-Pubmed-ID-23125415,"CX3CL1 (SCYD1, NTN, C3Xkine, ABCD-3, CXC3C, CXC3)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",HGNC:10647,HGNC:6153,ENSG00000006210,ENSG00000150093,"CX3CL1 (SCYD1, NTN, C3Xkine, ABCD-3, CXC3C, CXC3)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)","secreted, cell membrane",cell membrane
CDB25:0003449,CXCL10 ACKR1,CXCL10,ACKR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CXCL10%20ACKR1-based-on-Pubmed-ID-15358176,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","ACKR1 (FY, DARC, CCBP1, GPD, Dfy, CD234)",HGNC:10637,HGNC:4035,ENSG00000169245,ENSG00000213088,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","ACKR1 (FY, DARC, CCBP1, GPD, Dfy, CD234)",secreted,cell membrane
CDB25:0003450,CXCL10 ACKR2,CXCL10,ACKR2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CXCL10%20ACKR2-based-on-Pubmed-ID-33801414,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","ACKR2 (CMKBR9, CCBP2, CCR10, D6, CCR9)",HGNC:10637,HGNC:1565,ENSG00000169245,ENSG00000144648,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","ACKR2 (CMKBR9, CCBP2, CCR10, D6, CCR9)",secreted,cell membrane
CDB25:0003451,CXCL10 ACKR5,CXCL10,ACKR5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CXCL10%20ACKR5-based-on-Pubmed-ID-33875597,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","ACKR5 (ADMR, GPR182, hrhAMR, G10D, AM-R)",HGNC:10637,HGNC:13708,ENSG00000169245,ENSG00000166856,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","ACKR5 (ADMR, GPR182, hrhAMR, G10D, AM-R)",secreted,unknown
CDB25:0003452,CXCL10 TLR4,CXCL10,TLR4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-CXCL10%20TLR4-based-on-Pubmed-ID-28724396,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","TLR4 (hToll, CD284, TLR-4, ARMD10)",HGNC:10637,HGNC:11850,ENSG00000169245,ENSG00000136869,"CXCL10 (INP10, SCYB10, IFI10, IP-10, crg-2, mob-1, C7, gIP-10)","TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
